CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	WEIGHT	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_1-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_1-PLANE_2-OBJECT_1-REDSHIFT
21.1735	21.210623	21.588665	1.0	19.283062	18.747585	18.564365	0.6943666	1.3942263
20.460052	20.194828	20.260838	1.0	21.440594	19.60547	18.574955	0.4414134	1.3172346
21.651737	20.949528	20.600235	1.0	21.537783	20.852314	20.791918	0.613433	1.881254
18.798496	18.499353	18.607838	1.0	23.863321	22.22307	20.911346	0.5191629	1.3373643
21.709639	21.280447	21.147116	1.0	23.766035	22.227728	20.999022	0.61372364	1.3737085
20.185242	19.634298	19.371239	1.0	23.201717	21.718884	20.48979	0.5895597	1.2710137
19.014412	18.23763	17.783808	1.0	20.23178	19.885689	19.818964	0.60761654	1.290084
21.03336	20.191254	19.782352	1.0	23.552721	21.835384	20.5914	0.58276606	1.468011
21.179064	20.81575	20.66175	1.0	20.11211	19.734135	19.534607	0.12138405	1.3187457
21.787348	21.082314	20.669825	1.0	19.937637	19.134808	18.569162	0.2642007	1.3442428
20.75766	19.661348	19.152052	1.0	22.955378	21.21969	20.157927	0.48757395	1.9620823
20.392782	19.942636	19.766022	1.0	23.669188	21.839584	20.56994	0.58270484	1.5546708
21.361141	20.739878	20.415092	1.0	23.89169	22.187714	20.82224	0.61153847	1.3519346
21.707613	20.885443	20.52381	1.0	23.23943	21.438595	20.24411	0.56509656	1.3828949
19.681707	19.262722	19.100155	1.0	22.369429	21.039875	20.192768	0.5225641	1.4052359
20.848906	20.528912	20.435953	1.0	23.607607	21.856379	20.123627	0.66725755	1.5792918
21.403404	21.011812	20.81052	1.0	23.330956	21.828285	19.934408	0.6640589	1.6972264
19.602781	18.676487	18.210938	1.0	19.01959	18.704517	18.63248	0.6690945	1.302793
21.67029	20.487164	19.821383	1.0	23.41367	22.061037	20.495365	0.4523001	1.2903372
21.984253	20.645576	19.007982	1.0	20.936033	19.556126	18.357895	0.35904944	1.398104
21.954844	21.590485	21.47288	1.0	22.814026	21.514585	20.27718	0.68337303	1.7164404
21.781221	21.17887	20.418674	1.0	21.941954	20.619022	19.913338	0.5245171	1.3402158
20.760225	20.150885	19.812979	1.0	21.618141	20.91291	20.446152	0.40768635	1.5708672
20.394735	19.984901	19.871613	1.0	23.991842	22.373482	20.366022	0.5712223	1.633918
21.960295	20.309057	18.30503	1.0	22.19789	20.781422	19.356081	0.35803303	1.3222132
21.888103	21.032274	20.554081	1.0	23.642231	21.895828	20.507648	0.6373516	1.5769925
20.139418	19.690796	19.499815	1.0	18.60133	18.209843	18.052544	0.56732893	1.6695799
21.675915	21.058073	20.77305	1.0	20.909948	20.431103	20.234802	0.2147573	1.3253106
20.850353	20.211176	19.884554	1.0	23.853342	22.278772	20.292528	0.5889186	1.337522
21.431246	20.464476	19.931122	1.0	19.460659	18.646646	18.256788	0.29170367	1.282979
20.977922	20.848	20.869274	1.0	23.463625	22.298136	20.770733	0.74619424	1.763613
21.510353	20.413977	19.769243	1.0	20.012253	18.647917	17.766844	0.3270304	1.3003491
19.991953	19.316381	18.985838	1.0	20.615644	20.093773	19.874477	0.4271139	1.5644294
21.560293	20.844095	20.482546	1.0	22.50247	21.317518	20.459911	0.5897778	1.5478861
21.51327	20.876144	20.54841	1.0	21.011286	20.135502	19.502968	0.3275529	1.3057244
20.951872	20.42711	20.101122	1.0	23.550373	22.184769	20.595167	0.43214974	1.5389574
21.753181	21.254673	21.107138	1.0	24.147526	22.406294	20.94659	0.7055414	1.966772
21.137589	20.53379	20.191908	1.0	21.56283	19.934744	18.838966	0.4787124	1.3096937
20.089201	19.973352	19.894878	1.0	21.76696	20.558666	19.893555	0.4821546	1.6785569
20.313074	19.994223	19.877695	1.0	23.719229	21.428104	20.282017	0.40869054	1.9408079
21.663528	21.084126	20.784994	1.0	21.763838	20.123991	19.269398	0.3611993	1.3013933
20.126772	19.595846	19.361002	1.0	22.07182	20.911285	19.736149	0.6929254	1.735615
20.232061	19.864655	19.771486	1.0	24.811726	22.66535	20.859964	0.73294735	1.359205
21.846718	20.995491	20.511751	1.0	20.285494	18.680351	17.761997	0.3693719	1.2841631
19.619852	19.189112	19.01496	1.0	23.780851	22.142927	20.092596	0.57458925	1.3157892
21.102535	20.667969	20.470514	1.0	23.048475	21.602287	20.053305	0.30767432	1.291455
21.392197	20.717464	20.433361	1.0	22.719116	21.277388	20.196852	0.6733992	1.6334019
20.849258	20.788763	20.915388	1.0	21.504364	20.550133	19.619667	0.6858221	1.4698002
21.49482	20.967264	20.734661	1.0	21.442785	20.351582	19.81315	0.72011304	1.5746824
21.258778	19.97378	19.141155	1.0	21.163176	20.92832	20.891247	0.36854064	1.5869958
21.974022	21.416458	21.183443	1.0	23.801973	21.861933	20.77066	0.5157885	1.6034832
21.847689	21.184057	20.914652	1.0	22.341667	20.964338	20.637583	0.22803631	1.3738846
21.76651	21.05318	20.716555	1.0	22.819324	21.417332	20.570936	0.5754692	1.7150066
21.919035	21.07899	19.058687	1.0	21.874807	20.422447	19.507053	0.45771328	1.4240091
21.434843	20.014086	18.413652	1.0	22.97898	21.123344	19.945278	0.5457445	1.3271335
20.022802	19.51208	19.3054	1.0	23.523836	22.074358	20.45815	0.49089062	1.4343662
21.61969	20.947456	20.561092	1.0	24.553246	23.106441	20.95449	0.6790487	1.6018933
20.288345	18.81692	17.528505	1.0	23.169079	21.286331	19.866335	0.64644915	1.3266606
21.83645	20.307112	18.473574	1.0	23.264303	21.901237	20.89608	0.53702784	1.3247259
20.018564	19.411692	19.129492	1.0	21.531733	20.237413	19.331543	0.7245458	1.5668601
19.587784	19.111046	18.913914	1.0	22.701227	21.082472	19.904867	0.574735	1.3087156
20.973866	20.425383	20.148924	1.0	23.554653	21.893135	20.021294	0.7036951	1.3510271
20.32381	19.837536	19.619204	1.0	23.753273	22.440077	20.96049	0.66084254	1.3489264
20.973866	20.425383	20.148924	1.0	21.754814	20.000965	18.8976	0.546234	1.3510271
21.320873	21.026968	20.969545	1.0	21.052849	20.142159	19.65978	0.45992908	1.8168018
19.4728	18.649351	18.18613	1.0	24.194204	22.318401	20.87092	0.681798	1.3605614
20.584808	20.208843	20.102234	1.0	22.335682	21.130037	20.351501	0.47424418	1.423396
21.846718	20.995491	20.511751	1.0	21.5392	20.773653	20.527102	0.6162024	1.2841631
21.523779	21.067791	20.90406	1.0	21.960308	20.868298	20.784248	0.6261715	1.7428188
21.983086	21.744534	21.066944	1.0	18.798782	17.942812	17.564459	0.60570097	1.3023816
21.418041	20.329218	19.74596	1.0	23.2335	21.325888	20.129242	0.4921828	1.3170501
21.58624	20.10966	18.838034	1.0	22.446394	21.02764	20.024984	0.5306085	1.3872459
20.460052	20.194828	20.260838	1.0	23.147657	21.686905	19.81477	0.28155458	1.3172346
21.592968	20.27823	19.595503	1.0	23.849077	22.348583	20.540836	0.6581465	1.4101833
21.3263	20.198317	19.599615	1.0	21.492905	20.592583	19.92781	0.31329206	1.2940364
20.53215	20.133675	19.94742	1.0	23.63882	22.259054	20.974815	0.6394297	1.2897271
21.201078	19.748146	18.252928	1.0	24.108164	22.914358	20.885414	0.73219675	1.317862
21.741627	21.285938	21.07411	1.0	20.477394	19.930252	19.634003	0.22874366	1.4597915
21.932646	21.424908	21.158577	1.0	20.812647	19.646132	18.965242	0.5943993	1.3195857
19.842379	19.344126	19.107027	1.0	24.411816	22.908136	20.86207	0.6723732	1.3963758
21.740831	20.961777	20.582012	1.0	22.985294	21.427181	19.546078	0.26757488	1.2922037
21.679962	20.260801	18.69314	1.0	24.701427	23.144253	20.555563	0.74751675	1.9149238
20.873907	19.811117	19.168743	1.0	22.944729	21.593916	20.349646	0.4747672	1.3644649
21.476637	20.746962	20.323776	1.0	22.619194	21.621544	20.899025	0.5840581	1.3081343
20.862629	19.817514	19.288914	1.0	20.765928	19.5512	18.767303	0.27386138	1.5710251
19.604357	18.767248	18.379507	1.0	20.179672	19.507404	19.145418	0.72478306	1.4365623
21.786121	21.375858	21.2601	1.0	23.455652	22.069061	20.597471	0.60827947	1.3547591
19.587784	19.111046	18.913914	1.0	22.826715	21.589617	20.845901	0.5268996	1.3087156
21.53398	20.807348	20.404184	1.0	21.050323	19.483227	18.698112	0.34485337	1.4049792
20.623648	20.100891	20.334667	1.0	24.586424	22.745275	20.780863	0.50995445	1.3010435
19.460503	18.29639	17.61851	1.0	22.634874	21.182314	19.848116	0.5651998	1.2987293
19.097958	18.687574	18.543924	1.0	22.8404	21.54343	20.354631	0.6987471	1.3315057
21.236137	20.906187	20.831966	1.0	20.90689	19.835434	19.264442	0.39193597	1.3926816
20.802242	20.493301	20.408564	1.0	23.990602	22.035164	20.498152	0.5949709	1.4988616
21.240768	20.089315	19.573824	1.0	22.052391	20.854717	19.835413	0.57229745	1.4253926
21.87719	20.89826	20.386166	1.0	22.560856	20.649872	19.535192	0.47307348	1.3504801
21.56573	20.106546	19.114002	1.0	22.571419	21.447514	20.717554	0.57997674	1.8609297
20.383797	20.000113	19.88694	1.0	23.717216	22.24154	20.328789	0.48593134	1.2712563
21.637062	21.502872	21.083242	1.0	23.544394	21.663162	20.038319	0.7401887	1.6927816
19.077982	18.72819	18.612541	1.0	24.962656	22.44088	20.971676	0.6703865	1.8355198
21.020334	20.045666	19.562443	1.0	23.293926	21.923904	20.618443	0.7027545	1.3036106
20.547216	20.270626	20.221624	1.0	22.431194	20.613668	19.415684	0.5304407	1.6696787
21.332767	21.026516	20.951954	1.0	20.59321	20.094685	19.890789	0.43974462	1.4507324
20.419579	20.120539	20.06259	1.0	24.423294	22.674002	20.382208	0.5921503	1.8239499
21.609943	21.310259	21.339811	1.0	22.261116	21.266914	20.662577	0.31087896	1.5406123
21.364527	20.632917	20.267794	1.0	22.023836	20.645952	19.831661	0.574877	1.3794472
19.8679	19.052622	18.644613	1.0	20.816568	19.986387	19.5285	0.29654607	1.3368198
21.872845	20.351578	18.903551	1.0	20.815256	19.807701	19.171633	0.48954955	1.2901479
21.847727	20.925058	20.384869	1.0	23.419645	21.777542	20.637894	0.65805125	1.6862344
20.252684	19.875896	19.645525	1.0	23.93607	21.975399	20.394083	0.6726034	1.9709986
21.270643	20.706402	20.411627	1.0	21.626608	20.107985	19.259104	0.42226294	1.2868543
21.666368	21.42146	21.34939	1.0	20.82814	20.505697	20.409061	0.5816355	1.8423432
20.51774	20.08563	19.894014	1.0	23.558565	22.18246	20.797043	0.5530385	1.5528196
21.403185	20.330156	19.740347	1.0	23.618425	21.909685	20.541569	0.6350726	1.39564
20.793634	19.866137	19.403929	1.0	18.429237	17.97553	17.847366	0.5089745	1.3752694
21.775026	21.395086	21.265858	1.0	22.859966	21.571646	20.852833	0.6517631	1.3261544
21.826748	21.473269	21.453888	1.0	20.5185	19.518833	19.025377	0.33022693	1.8180164
21.02355	20.395227	20.123703	1.0	20.657585	19.173979	18.17064	0.6691272	1.2861573
21.739677	20.470142	19.748528	1.0	23.709913	22.314846	20.311533	0.5486602	1.3167839
21.932463	20.659468	19.931065	1.0	22.198153	21.402344	20.6246	0.72351503	1.380614
21.997532	21.259087	20.95177	1.0	22.930418	20.796928	19.298174	0.560188	1.5851533
21.127972	19.73879	18.80149	1.0	22.34337	20.60132	19.149534	0.7379806	1.5286622
20.93672	19.488232	18.251514	1.0	21.501747	20.066711	19.191982	0.3274821	1.3795909
21.456142	20.883018	20.605906	1.0	21.955471	20.674173	19.92113	0.7258385	1.569138
21.879677	21.17112	20.828512	1.0	21.582138	20.28263	19.362745	0.5324227	1.9467139
21.734255	20.16736	18.914497	1.0	24.07089	22.304121	20.586706	0.69767433	1.3002205
21.303669	20.98815	20.93103	1.0	24.022429	22.246765	20.89748	0.6087701	1.5263379
21.983086	21.744534	21.066944	1.0	22.585356	21.204998	20.328156	0.38489345	1.3023816
20.056004	19.589037	19.378317	1.0	23.70991	22.244112	20.639565	0.56556106	1.5651311
21.452658	21.11384	20.993826	1.0	22.470484	21.12727	20.127743	0.55368125	1.8381871
21.479683	19.985924	18.583101	1.0	19.344387	18.850315	18.632582	0.5300646	1.7257473
20.470997	20.133278	20.010601	1.0	23.444296	21.612873	20.063766	0.7382178	1.669703
19.490345	19.139929	18.99084	1.0	23.13308	21.74443	20.468586	0.6874824	1.3950671
21.997555	21.594677	21.503351	1.0	22.076778	21.02104	20.235678	0.55572325	1.4142869
21.496078	20.895164	20.666336	1.0	22.280054	20.738993	19.918898	0.3381953	1.3952769
21.03284	20.13667	19.714159	1.0	23.398634	21.800993	20.642424	0.54225206	1.7601182
21.67029	20.487164	19.821383	1.0	24.055447	22.5603	20.786892	0.5822771	1.2903372
20.138556	18.768738	17.735199	1.0	20.436424	19.22513	18.568449	0.6778924	1.4750472
19.971453	19.500147	19.33295	1.0	21.402363	20.032743	19.021368	0.46833995	1.6896609
20.960196	20.321178	20.02273	1.0	22.337402	20.502302	19.608355	0.38816038	1.311383
21.72314	20.173965	18.765118	1.0	24.398823	22.746288	20.959711	0.5742847	1.4055655
21.76905	21.521675	21.442682	1.0	22.360518	21.448687	20.909157	0.49083674	1.3770512
21.680868	20.180584	18.66607	1.0	23.130465	21.347061	20.188404	0.5116189	1.9731395
20.670086	20.093403	19.83904	1.0	23.71394	21.908714	20.440044	0.6441025	1.4587692
20.923077	19.550428	18.501976	1.0	22.02279	21.107405	20.676655	0.48332325	1.2745223
21.841188	21.457115	21.430885	1.0	23.758503	22.199911	20.006428	0.5880439	1.767289
21.479683	19.985924	18.583101	1.0	23.41536	21.780241	20.785875	0.47750524	1.7257473
21.708271	20.883652	20.4476	1.0	19.998007	19.199514	18.533056	0.16527161	1.3802863
21.16172	20.482061	20.184326	1.0	24.103535	22.575623	20.578173	0.5365485	1.2895471
21.676298	21.044888	20.765738	1.0	22.57093	21.570286	20.856596	0.5707466	1.3012719
20.508137	20.149788	20.051876	1.0	22.186728	21.247538	20.778881	0.50101525	1.6766616
21.963594	21.314888	21.008057	1.0	20.775694	20.37952	20.292162	0.48081324	1.3198242
21.14893	20.50256	20.220444	1.0	22.32372	21.286343	20.442883	0.59929466	1.605178
21.46383	20.271849	19.633512	1.0	23.638235	22.088793	20.796228	0.57792336	1.3036876
21.075838	19.9287	19.305857	1.0	22.13172	20.915134	20.106628	0.64801365	1.3548223
21.661455	21.500269	21.515741	1.0	24.253763	22.545063	19.964243	0.7264362	1.9920046
21.480824	20.27191	19.611315	1.0	21.70191	21.141827	20.79536	0.35119146	1.3205904
18.426407	18.071049	17.970432	1.0	24.177317	22.161652	20.466204	0.7436303	1.2930212
21.879408	21.353409	21.185816	1.0	22.238958	20.744202	19.549189	0.5796366	1.3258623
21.548542	21.113667	20.922508	1.0	24.125523	22.135893	20.690363	0.59363294	1.7211277
21.44379	20.878729	20.631443	1.0	24.309155	22.200579	20.692753	0.70099777	1.3540896
20.407473	19.706825	19.365503	1.0	23.618683	22.155468	20.458355	0.47087747	1.2948014
20.13278	19.06139	18.526022	1.0	22.839737	21.540901	20.308908	0.68281907	1.5697254
21.633429	21.252872	21.165985	1.0	24.095491	22.395624	20.012873	0.5966661	1.2913998
19.490345	19.139929	18.99084	1.0	21.93476	21.289734	20.875774	0.2806877	1.3950671
21.55158	20.95375	20.67473	1.0	19.619999	19.123812	18.907331	0.59324795	1.3127068
19.804405	18.71613	18.184381	1.0	23.984392	22.298187	19.863523	0.42590344	1.3965538
21.797771	21.295788	21.021439	1.0	22.657955	21.753572	20.95959	0.6907947	1.7579737
20.40276	19.36098	18.844397	1.0	24.06141	22.460823	20.709135	0.50703377	1.3639168
21.932646	21.424908	21.158577	1.0	22.590288	21.691708	20.895443	0.68681693	1.3195857
21.3263	20.198317	19.599615	1.0	21.826609	20.391481	19.290934	0.22550143	1.2940364
21.620865	21.130495	20.890093	1.0	21.568714	21.02233	20.612263	0.18937854	1.3391577
21.635836	21.105404	20.842272	1.0	21.40808	19.930363	18.862339	0.5116618	1.2879138
21.905792	21.415257	21.301147	1.0	21.691618	20.623056	19.960125	0.36868006	1.432028
21.488039	20.892876	20.529827	1.0	22.643301	21.575874	20.297607	0.7319252	1.3218447
20.382921	19.899094	19.670702	1.0	21.675074	21.003626	20.68584	0.57247704	1.4950054
21.876787	21.502626	21.37277	1.0	23.837244	22.399773	20.920774	0.55664843	1.5508893
21.237272	20.612371	20.290506	1.0	22.40263	21.025824	20.044018	0.5274935	1.4946339
21.403631	21.104862	21.004871	1.0	21.016623	20.166979	19.711613	0.673538	1.672395
20.745932	20.31765	20.224525	1.0	21.985079	20.853775	19.826277	0.61334985	1.3141466
20.541662	20.020838	19.993471	1.0	24.310375	22.769682	20.990582	0.60670376	1.3163012
21.993193	21.54574	21.357092	1.0	22.869196	21.298342	20.009008	0.68181664	1.3324304
20.898092	19.6102	18.827618	1.0	22.656475	21.504156	20.993988	0.50352204	1.2885646
19.791264	19.748947	19.631117	1.0	22.684378	21.61901	20.972855	0.5377347	1.867222
19.63327	19.2342	19.125002	1.0	24.379812	22.791939	20.732048	0.74398464	1.3480222
20.964226	20.376411	20.07	1.0	18.583065	18.264091	18.146202	0.17782184	1.2749678
20.406364	19.71748	19.386118	1.0	22.384733	20.979	19.668682	0.326699	1.4008012
21.200773	19.709644	18.73107	1.0	24.05429	22.457476	20.902014	0.55167806	1.3011293
20.610228	20.542274	20.41052	1.0	23.889198	22.604006	20.969667	0.64888823	1.7918909
19.818132	19.331758	19.142467	1.0	23.089489	21.87127	20.972776	0.717595	1.3994075
20.688871	20.331814	20.209751	1.0	19.565908	18.930723	18.622192	0.54778105	1.4068971
