CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	WEIGHT	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_1-PLANE_1-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_1-PLANE_1-OBJECT_1-REDSHIFT	CONFIGURATION_1-PLANE_2-OBJECT_1-REDSHIFT
20.745932	20.31765	20.224525	1.0	19.302748	18.832554	18.647339	0.38609985	1.3141466
21.962965	21.487736	21.289518	1.0	23.232676	21.845545	20.396557	0.5979516	1.4529934
21.744165	21.29478	21.090714	1.0	23.06591	21.293873	20.421906	0.4083902	1.4395303
21.492607	20.336187	19.69074	1.0	22.414625	20.90446	19.864738	0.5466708	1.2856485
21.920471	21.463638	21.2341	1.0	21.766188	20.2411	18.322386	0.64973074	1.3857797
21.51327	20.876144	20.54841	1.0	20.659424	19.41205	18.679502	0.6305654	1.3057244
20.556091	19.196789	18.29456	1.0	22.574116	21.600393	20.910255	0.55293524	1.303304
21.150486	20.130121	19.522064	1.0	23.067684	21.148226	19.874937	0.54462206	1.3471363
21.67029	20.487164	19.821383	1.0	22.218851	21.318436	20.652706	0.51494026	1.2903372
21.683058	21.237848	21.023872	1.0	21.482224	21.104502	20.797888	0.1443533	1.4601003
21.481388	20.127804	19.080044	1.0	23.598562	22.002972	19.778412	0.46705586	1.5553944
21.676298	21.044888	20.765738	1.0	24.058954	22.39301	20.402727	0.49892965	1.3012719
20.722837	19.776447	19.30285	1.0	22.496439	21.027693	19.442112	0.35421872	1.3023486
21.74934	20.573433	20.067005	1.0	22.388266	20.865301	19.770864	0.40649945	1.3430517
20.629496	19.09108	17.787502	1.0	24.13613	21.998764	20.321945	0.72176796	1.8328732
21.691551	21.113007	20.8536	1.0	23.85477	22.380276	20.262619	0.5740725	1.3014636
20.809092	20.809547	20.198084	1.0	23.980637	22.502985	20.867504	0.64520556	1.3490198
20.951471	20.668423	20.621168	1.0	23.498938	21.98058	20.280226	0.52818286	1.3503488
19.617567	18.998968	18.688986	1.0	23.435307	22.091063	20.189531	0.6711285	1.3075727
21.598803	20.798313	20.410723	1.0	23.669907	22.240517	20.48997	0.54368037	1.5875025
20.573559	20.707157	21.130518	1.0	21.88479	20.179186	19.124088	0.49319878	1.5795245
20.047428	19.651808	19.516315	1.0	20.084415	19.64949	19.50471	0.36939	1.9554691
20.915594	20.30342	19.988083	1.0	23.298185	21.45672	19.953676	0.6392462	1.6247967
21.955603	20.859491	20.276222	1.0	22.98192	21.11098	19.582668	0.6639854	1.4627106
19.980385	19.284767	18.881956	1.0	23.619759	21.64227	20.188257	0.62259144	1.7034113
21.856049	21.30717	21.06747	1.0	23.483576	22.006086	20.949389	0.57892287	1.3964466
20.735792	19.742525	19.213684	1.0	23.149614	21.618155	20.898481	0.4869944	1.404052
21.55158	20.95375	20.67473	1.0	23.441519	21.992495	20.735989	0.63058954	1.3127068
20.738962	19.73149	19.195976	1.0	21.81057	20.0539	18.843311	0.5984503	1.4782654
21.472672	20.448086	19.872131	1.0	24.118227	22.694904	20.908085	0.3700968	1.4733012
20.189075	19.249891	18.760393	1.0	23.245163	21.649586	20.668928	0.49632674	1.3782591
20.44915	19.405048	18.794483	1.0	23.612286	22.256338	20.901985	0.53703004	1.4924521
19.629595	18.292498	17.50084	1.0	23.427513	21.954988	20.180542	0.46999115	1.4609303
21.361418	19.941196	18.906588	1.0	21.743797	20.424595	19.593748	0.46057478	1.2803084
21.479662	20.866007	20.5951	1.0	23.097033	21.58143	19.915657	0.28137422	1.4209698
21.930948	21.048882	20.555744	1.0	24.251059	22.429646	20.90795	0.66266286	1.6739656
19.460503	18.29639	17.61851	1.0	22.195038	21.167385	20.780525	0.469191	1.2987293
21.40588	21.015177	20.930384	1.0	22.47048	21.749327	20.985222	0.73575777	1.291414
21.85281	20.77222	20.155565	1.0	21.424803	20.503899	19.9545	0.39534473	1.574335
21.991995	20.841194	20.246544	1.0	21.953934	21.13651	20.668083	0.3832018	1.304867
21.609863	20.8151	20.429846	1.0	23.396687	22.009304	20.475126	0.6859661	1.6590272
21.904123	21.28958	20.99558	1.0	22.848402	21.064377	19.903187	0.49133635	1.5688406
20.816092	20.281052	20.04617	1.0	24.16356	22.352915	20.960012	0.67320913	1.4351237
20.799433	19.474857	18.567493	1.0	22.679113	21.508894	20.567297	0.52456015	1.3222805
21.102535	20.667969	20.470514	1.0	22.353455	20.480373	19.252117	0.5043211	1.291455
20.13716	19.599463	19.42603	1.0	20.665148	20.493246	20.535107	0.40771735	1.3724365
20.521896	19.945007	19.685154	1.0	20.952116	19.562172	18.541187	0.6904703	1.806673
21.941166	21.586721	21.49645	1.0	22.164803	21.488907	20.963505	0.6667489	1.8241553
21.77524	21.183886	20.973362	1.0	22.505177	21.138233	20.343369	0.4517108	1.3683223
21.040676	20.06011	19.530842	1.0	24.244425	22.478298	20.848242	0.6022197	1.3821232
21.027964	20.659142	20.603426	1.0	23.326956	21.805115	20.913773	0.45235306	1.3725649
21.523779	21.067791	20.90406	1.0	23.870731	22.41997	20.487808	0.5782616	1.7428188
20.738962	19.73149	19.195976	1.0	23.90707	21.913626	20.327295	0.65004057	1.4782654
21.605553	21.028502	20.850761	1.0	23.204863	21.701864	20.413471	0.5773699	1.2836177
21.37565	20.867966	20.630116	1.0	21.954205	20.821993	19.874073	0.6297179	1.3310395
21.750692	21.31562	21.161491	1.0	22.801516	21.529774	20.37343	0.614976	1.3581074
20.495163	20.186563	20.08447	1.0	21.718328	20.87715	20.323793	0.26794794	1.3235962
19.097958	18.687574	18.543924	1.0	24.116383	22.270308	20.906958	0.6230584	1.3315057
21.688679	20.688505	20.077332	1.0	23.631195	21.950466	20.834879	0.52607054	1.4766084
19.833006	19.21876	18.923943	1.0	23.57605	21.920639	19.283785	0.4141873	1.3610666
20.288345	18.81692	17.528505	1.0	20.019943	19.73936	19.668802	0.73931116	1.3266606
20.238134	19.561256	19.274601	1.0	22.632215	21.629753	20.869303	0.58710504	1.3364455
20.566898	20.003132	19.700174	1.0	21.725565	21.105782	20.97156	0.39761302	1.5358992
21.516685	21.196554	21.12807	1.0	24.315355	22.633928	20.498905	0.6245147	1.7442513
21.994997	21.588722	21.390509	1.0	22.314636	20.908842	20.186878	0.4776067	1.4042027
20.070454	19.490545	19.205305	1.0	23.384243	21.680693	20.136066	0.7069963	1.4073174
21.257929	20.720415	20.447664	1.0	22.880089	21.05027	20.037407	0.46807656	1.4882822
21.963594	21.314888	21.008057	1.0	23.583258	21.923504	20.93675	0.52868783	1.3198242
21.96975	21.453808	21.189703	1.0	22.88998	21.440968	20.21379	0.34036568	1.5021237
21.102535	20.667969	20.470514	1.0	23.712774	22.09229	20.34413	0.7263634	1.291455
21.657816	21.092613	20.835238	1.0	23.33815	21.57454	20.183481	0.56805325	1.3840592
21.731361	20.176003	18.006195	1.0	24.020771	22.345018	20.968208	0.6789128	1.3352184
21.455675	20.33178	19.716791	1.0	21.38442	21.287706	20.668022	0.6110919	1.4382691
21.480824	20.27191	19.611315	1.0	22.51391	21.479212	20.29437	0.6785034	1.3205904
21.66162	20.747112	20.217842	1.0	24.00123	22.863586	20.833426	0.7485503	1.44856
20.896063	20.155989	19.822538	1.0	24.915047	23.144325	20.887785	0.5710331	1.2985088
21.348528	21.082314	20.740295	1.0	24.389828	22.776312	20.993204	0.62645155	1.3868233
19.999578	19.626953	19.485746	1.0	21.826204	19.919268	18.816498	0.4318771	1.29325
20.076584	19.909334	19.731403	1.0	21.66735	20.026535	19.07374	0.42150098	1.450288
21.709417	20.07199	18.886913	1.0	24.242758	22.643095	20.840897	0.572776	1.3823882
21.971506	21.985897	22.264704	1.0	21.655346	20.854418	20.338934	0.40225857	1.3655703
20.90691	20.545221	20.542324	1.0	22.580107	21.190298	20.307169	0.4694717	1.3542668
19.537056	18.790892	18.404724	1.0	23.878653	22.40136	20.86954	0.46840674	1.5836821
19.66364	19.178709	19.01039	1.0	22.117485	21.271168	20.836044	0.40369245	1.4723743
21.442308	21.145756	21.095171	1.0	23.49195	21.923395	20.7631	0.531693	1.6863599
20.81288	19.787888	19.198923	1.0	24.047033	22.00067	20.365341	0.65201485	1.2713305
21.311571	21.022404	20.891172	1.0	21.78318	20.534819	19.832493	0.45202312	1.709213
20.787771	20.026772	19.685139	1.0	21.438951	20.385075	19.506971	0.29978234	1.321918
20.964296	20.45015	20.225122	1.0	18.76204	18.450512	18.395483	0.6465886	1.4688208
21.19706	20.312735	19.828821	1.0	23.504055	21.937605	20.340082	0.5026621	1.3887054
19.938648	19.036135	18.564753	1.0	23.624138	22.04805	20.725422	0.6089445	1.5146962
20.085222	18.618755	17.605907	1.0	21.675074	21.003626	20.68584	0.57247704	1.3208989
21.99857	21.039911	20.59216	1.0	18.841667	18.326113	18.085821	0.45124263	1.4954528
21.137589	20.53379	20.191908	1.0	20.848862	20.907522	21.105356	0.66985786	1.3096937
21.415447	20.010366	18.21076	1.0	21.929295	20.474596	18.49018	0.26495895	1.9482261
21.959007	20.785477	20.147556	1.0	22.55126	20.817862	19.508482	0.67530066	1.3343046
20.677275	20.099218	19.760477	1.0	22.05887	21.021254	20.099129	0.4908847	1.4471934
20.602053	19.632769	19.124937	1.0	21.71785	20.312225	19.013014	0.5944099	1.388814
20.949413	20.48835	20.36252	1.0	22.72993	21.43158	20.809658	0.44667462	1.442168
21.275288	20.738136	20.419247	1.0	22.779829	21.605196	20.342585	0.68362904	1.7782376
21.95551	21.425371	21.374388	1.0	23.443613	22.11643	20.94308	0.7350229	1.5123456
21.524048	20.724735	20.328142	1.0	20.392752	19.267574	18.647099	0.15800692	1.358661
21.86705	20.902075	20.386885	1.0	21.363997	19.94916	18.54197	0.31240824	1.2836175
21.676712	20.912004	20.539581	1.0	24.105478	22.37452	20.769753	0.54724526	1.7406793
20.13278	19.06139	18.526022	1.0	21.822758	20.494917	19.63106	0.61024326	1.5697254
21.679573	21.168653	20.983492	1.0	23.828999	22.028635	20.922491	0.5015313	1.3426591
21.249922	20.452404	19.839502	1.0	22.224052	21.221834	20.606546	0.43274596	1.3354366
19.827778	19.13889	18.734232	1.0	19.403154	18.863102	18.6374	0.67987657	1.4863472
21.389862	20.714174	20.382824	1.0	23.532429	21.969576	20.955515	0.49485448	1.4416257
20.983774	19.524145	18.443838	1.0	24.035131	22.201643	20.675703	0.66961217	1.3654757
21.061632	20.326483	19.92578	1.0	21.844967	20.211514	19.228912	0.4154613	1.4398339
19.735102	19.41113	19.322895	1.0	22.54874	21.509064	20.995218	0.5900421	1.5559669
20.89844	20.990904	21.267296	1.0	23.233847	22.024706	20.981411	0.64209694	1.8890195
21.510353	20.413977	19.769243	1.0	19.123293	18.680561	18.5254	0.49137676	1.3003491
20.908724	20.248058	19.969519	1.0	18.990587	18.490915	18.239485	0.66220284	1.4093525
20.011242	19.309393	18.89012	1.0	24.112377	22.67238	20.949099	0.6508969	1.3092848
21.431835	20.297031	19.641226	1.0	24.284216	22.554321	20.532587	0.6962997	1.3674016
21.720974	20.987001	20.624914	1.0	23.068964	21.524836	20.686245	0.3739176	1.9137508
21.19706	20.312735	19.828821	1.0	20.512878	19.1114	17.59698	0.60198355	1.3887054
21.906363	21.231781	20.949902	1.0	20.601265	19.633377	19.14897	0.47360572	1.3443305
21.239098	19.769539	18.556866	1.0	19.079601	18.281717	17.896038	0.63987964	1.308707
21.201078	19.748146	18.252928	1.0	23.638721	21.555607	20.148865	0.59242237	1.317862
20.973982	20.563898	20.409826	1.0	22.924002	21.179419	19.67385	0.6656693	1.5453317
21.148937	20.447905	19.981985	1.0	21.62296	20.748238	20.273466	0.40398476	1.3017342
20.662035	20.237566	20.36509	1.0	21.83067	20.502302	19.597431	0.57355356	1.4355679
20.650717	19.498867	18.87752	1.0	20.855307	19.78032	19.01312	0.3379427	1.3555585
20.419579	20.120539	20.06259	1.0	22.517252	21.25104	20.425312	0.6276284	1.8239499
21.633429	21.252872	21.165985	1.0	22.156435	21.162426	20.524488	0.5657264	1.2913998
21.362238	20.123055	19.406284	1.0	22.85675	20.89855	19.796873	0.47908646	1.3196687
19.478838	18.922594	18.70908	1.0	22.453588	21.477888	20.96483	0.48094818	1.6102947
21.462471	20.774012	20.395685	1.0	23.919973	22.121765	20.737799	0.6286641	1.2969494
21.763784	21.346157	21.18785	1.0	22.962084	21.605799	20.615788	0.64362705	1.7957251
19.069462	18.42038	18.210047	1.0	22.909128	21.45091	19.571323	0.24916318	1.4078879
21.027964	20.659142	20.603426	1.0	18.986763	18.140518	17.754885	0.47326812	1.3725649
21.30455	20.652445	20.38728	1.0	22.692696	20.816217	19.294783	0.63974136	1.5635315
21.641277	20.619764	20.010815	1.0	24.529333	22.212934	20.758106	0.58074087	1.9454011
19.151186	18.49435	18.15515	1.0	22.977331	21.383736	19.548353	0.3926496	1.3115377
20.00249	18.85609	18.248474	1.0	22.348753	21.24608	20.73235	0.46070433	1.3541425
18.798496	18.499353	18.607838	1.0	23.364368	21.795864	20.479795	0.65301573	1.3373643
20.928106	19.800873	19.210836	1.0	22.36406	21.168547	20.444408	0.5273313	1.9317974
20.870022	20.673325	20.570341	1.0	24.134535	22.222353	20.644754	0.6757478	1.5041659
20.612486	20.258646	20.181715	1.0	22.357193	20.806206	18.91346	0.31067038	1.2851943
19.908396	19.523046	19.370995	1.0	21.126879	20.09485	19.387775	0.22960581	1.8058696
20.741373	19.67075	19.070211	1.0	24.0954	22.520382	20.993925	0.7387984	1.4328345
21.068672	20.657795	20.484884	1.0	21.935913	20.527094	19.46678	0.57994324	1.4181705
21.285883	20.57202	20.207386	1.0	22.730751	21.893896	20.97045	0.7449997	1.4557214
20.873907	19.811117	19.168743	1.0	22.392687	21.177063	20.313675	0.5252682	1.3644649
20.047428	19.651808	19.516315	1.0	22.360188	20.410685	19.003376	0.5384408	1.9554691
21.53076	21.068861	20.82815	1.0	18.1174	17.734549	17.617863	0.18341321	1.538796
19.904566	19.564686	19.451397	1.0	19.756954	18.63079	17.941557	0.22631463	1.5141844
21.709074	20.175287	19.028284	1.0	23.595047	21.764536	20.515024	0.57022786	1.9577749
21.34129	19.924395	18.739355	1.0	21.837473	20.724127	20.076233	0.50563145	1.3777448
21.739801	21.179321	20.987345	1.0	22.873562	21.610975	20.960943	0.5081619	1.4174519
18.42014	18.114773	18.048977	1.0	20.573643	19.11764	17.794167	0.3126764	1.3318281
21.284895	20.493267	20.044691	1.0	22.222034	21.422012	20.913794	0.5949209	1.280603
20.755869	19.517775	19.059618	1.0	23.388485	22.062138	20.735733	0.7322643	1.4629065
21.483805	21.483273	21.66118	1.0	22.683067	21.786444	20.888937	0.73776525	1.4152715
20.960405	19.610428	18.803007	1.0	24.297596	22.529074	20.917206	0.74830234	1.5806084
19.681707	19.262722	19.100155	1.0	21.277401	19.77735	18.546432	0.35701796	1.4052359
20.475515	19.690723	19.307753	1.0	23.497993	21.819036	20.42872	0.6354579	1.4737848
21.28961	20.050411	19.3237	1.0	22.151655	20.999619	20.350376	0.49399042	1.2927372
19.819088	18.917978	18.489407	1.0	22.006708	21.093626	20.645445	0.47046018	1.2872831
21.786121	21.375858	21.2601	1.0	21.800829	20.718477	20.013302	0.47915268	1.3547591
21.696217	20.32508	19.459406	1.0	22.597925	20.982288	18.702389	0.40712124	1.3652148
21.547903	21.178877	21.017807	1.0	23.496927	21.63646	20.208696	0.64816797	1.6349622
21.550535	20.052742	18.931034	1.0	20.80542	20.244633	19.972137	0.69609964	1.4260017
21.13638	20.749712	20.610031	1.0	23.5982	21.752682	20.378223	0.6087082	1.6537548
21.884733	21.129282	20.748299	1.0	21.879313	20.422937	19.321262	0.6422096	1.4962517
20.292473	19.458662	19.00867	1.0	19.999857	19.638971	19.571337	0.5136249	1.3727617
21.255503	20.767778	20.561827	1.0	23.736254	22.225435	20.712898	0.58094764	1.7305498
20.983774	19.524145	18.443838	1.0	21.807987	20.619781	19.833857	0.42439523	1.3654757
19.445053	18.37668	17.808151	1.0	22.907967	21.729275	20.762197	0.5801649	1.5950006
21.55783	20.884792	20.582506	1.0	22.674683	21.00344	19.684029	0.68211466	1.6483669
20.887901	20.234852	19.912643	1.0	23.692934	21.890429	20.133385	0.5457626	1.3780648
19.819088	18.917978	18.489407	1.0	23.695162	22.203156	20.754957	0.53474677	1.2872831
21.485435	20.37272	19.765104	1.0	25.214415	22.471148	20.664227	0.7456255	1.3022949
20.662928	20.370502	20.30706	1.0	22.80955	21.480152	20.556204	0.43579865	1.8761497
21.703815	20.612928	20.008713	1.0	20.946245	19.502075	17.933235	0.48405114	1.5712798
20.451002	19.90711	19.569262	1.0	22.858006	21.251694	19.462704	0.19944683	1.60564
21.585798	21.293108	21.14489	1.0	22.595062	21.390553	20.391605	0.6281138	1.3556223
21.248835	20.823175	20.676275	1.0	24.48329	22.74149	20.444445	0.6615764	1.7603406
20.406364	19.71748	19.386118	1.0	23.463575	21.824627	20.466185	0.70271444	1.4008012
20.32381	19.837536	19.619204	1.0	24.072412	22.14142	20.466642	0.73494375	1.3489264
20.00797	18.640072	17.746134	1.0	23.784794	22.012236	20.77859	0.5645389	1.2830694
20.22471	19.807133	19.59198	1.0	22.343248	21.119581	20.220692	0.4945218	1.8140442
20.510006	19.642355	19.160545	1.0	22.279486	21.33967	20.89794	0.49743655	1.5080247
21.321629	20.695988	20.445713	1.0	22.918121	21.136097	19.656975	0.63358253	1.8746043
20.375658	20.046333	19.924837	1.0	22.14709	20.721064	19.54686	0.6723988	1.2800356
21.734255	20.16736	18.914497	1.0	22.452728	21.30355	20.22626	0.6148869	1.3002205
18.42014	18.114773	18.048977	1.0	23.221512	21.330667	19.891771	0.59710556	1.3318281
21.672693	20.793705	20.318907	1.0	22.977142	21.679876	20.90065	0.4952428	1.2914948
21.8064	20.78864	20.201109	1.0	21.633467	20.171288	18.544508	0.57549644	1.3501985
18.807758	18.374966	18.477554	1.0	22.692593	21.10767	19.057589	0.41230714	1.3514758
21.819967	20.180725	17.930965	1.0	22.474703	20.589281	19.628574	0.4355142	1.3139627
19.525423	19.206133	19.13663	1.0	22.016632	20.48221	19.032017	0.5723103	1.5783244
21.468098	20.034346	18.663387	1.0	22.793322	21.730604	20.548117	0.7445299	1.349908
21.470505	20.87382	20.598886	1.0	24.027998	22.114141	20.354015	0.7492351	1.32301
20.063175	18.879368	18.271126	1.0	23.47788	22.3313	20.911694	0.5607621	1.615373
21.72314	20.173965	18.765118	1.0	22.392149	21.513329	20.974625	0.5494405	1.4055655
21.468634	21.054281	20.897121	1.0	21.748026	20.560202	19.409878	0.6952946	1.3352149
20.330988	18.846882	17.523584	1.0	23.346601	21.996035	20.723135	0.58542645	1.4173001
21.002308	20.833181	20.577919	1.0	22.262003	21.086756	19.980072	0.65231943	1.9741712
21.81385	20.519493	19.737484	1.0	22.911764	21.8467	20.84665	0.65312654	1.3637612
21.079142	20.30898	19.900702	1.0	21.149565	20.71329	20.565186	0.7332295	1.4593253
21.18527	19.801075	18.438717	1.0	22.674025	21.312592	19.834517	0.39465618	1.720034
21.912466	21.488533	21.339201	1.0	24.039543	22.35132	20.345695	0.59097993	1.7049268
21.611404	20.904871	20.609001	1.0	23.028267	21.787462	20.56257	0.69167054	1.2802718
20.688871	20.331814	20.209751	1.0	23.133682	21.53849	20.36645	0.51333225	1.4068971
21.241932	20.717075	20.474398	1.0	22.449972	21.068558	19.996391	0.5513161	1.3680438
21.77615	21.209957	21.007965	1.0	21.854206	20.699015	19.923748	0.4889905	1.3680539
19.634138	18.363512	17.728498	1.0	21.614063	20.220308	19.320595	0.386886	1.318812
21.977057	20.694113	19.976355	1.0	21.901499	21.163168	20.638138	0.3791112	1.3530483
19.824272	19.479198	19.34925	1.0	23.939758	22.212156	20.745934	0.63367	1.2985531
21.418402	21.062235	20.933699	1.0	24.764187	23.084578	20.635958	0.66989136	1.7763506
21.828125	21.176493	20.865946	1.0	22.607635	21.478708	20.991526	0.4755369	1.2751257
20.44915	19.405048	18.794483	1.0	22.94858	21.510841	20.412745	0.4927882	1.4924521
21.75485	21.293962	21.066683	1.0	21.842255	21.068823	20.708158	0.5434555	1.3858156
21.573332	20.10749	18.538994	1.0	19.137419	18.490582	18.19163	0.6973353	1.9782329
19.853416	19.833065	19.635239	1.0	20.644806	19.203156	18.075039	0.6946217	1.7770369
20.364977	19.940027	20.00188	1.0	22.505157	21.323338	20.804941	0.5046176	1.3944347
21.918493	21.048807	20.597002	1.0	22.365013	20.857525	20.028887	0.33157733	1.439796
20.91603	19.52826	18.553406	1.0	23.245634	21.917316	20.675537	0.66774637	1.9777021
21.702354	20.966133	20.572784	1.0	23.92842	22.050545	20.517513	0.6323091	1.3450058
20.460052	20.194828	20.260838	1.0	21.882565	20.410433	19.208317	0.4464576	1.3172346
20.963398	20.22639	19.868282	1.0	23.98042	22.468346	20.783356	0.59369767	1.6063046
20.623648	20.100891	20.334667	1.0	21.000183	19.911217	19.33244	0.64825886	1.3010435
20.364622	19.867254	19.631687	1.0	24.259003	22.687748	20.91008	0.59032166	1.3447978
20.851828	20.237858	20.000057	1.0	21.464375	20.55711	20.010176	0.38421336	1.2917305
20.488956	19.621386	19.172039	1.0	23.382591	21.964846	20.645267	0.6947719	1.3968627
20.741385	20.73997	21.00931	1.0	18.399801	17.812607	17.516832	0.16005109	1.3079641
20.805576	20.422192	20.344637	1.0	23.400957	21.89171	20.310562	0.5821976	1.3564695
21.935383	21.327675	21.048206	1.0	23.419128	21.520403	20.258537	0.5367898	1.4675525
21.16172	20.482061	20.184326	1.0	23.59981	21.7471	20.207869	0.73034024	1.2895471
20.69127	19.594465	19.03398	1.0	23.036299	21.297802	20.382843	0.4448845	1.4044602
21.82276	21.126408	20.752888	1.0	20.251575	20.208046	20.346176	0.49016142	1.3838569
21.654238	21.399075	21.228262	1.0	23.22753	21.404007	19.986963	0.60411143	1.5526347
20.969492	20.051628	19.589558	1.0	21.847326	20.597803	19.879051	0.5706845	1.4346312
20.687166	20.06314	19.72333	1.0	24.456026	22.837336	20.627813	0.6983603	1.2752243
21.359951	20.747229	20.455692	1.0	22.43771	21.09345	20.207869	0.4439134	1.3544791
21.865837	20.986862	20.51995	1.0	23.24308	21.511288	20.567968	0.59717774	1.3182592
20.651907	19.790735	19.353474	1.0	23.159452	21.261019	20.053415	0.5258046	1.418508
20.945566	20.034588	19.619272	1.0	20.265259	19.472416	18.891726	0.18783744	1.3049802
21.906363	21.231781	20.949902	1.0	24.674416	23.103664	20.930956	0.7340656	1.3443305
20.415623	18.96126	17.96821	1.0	22.143425	20.587986	19.099188	0.4046037	1.3506052
21.160423	20.556286	20.445019	1.0	21.145432	20.56315	20.287323	0.38248107	1.3275222
21.920471	21.463638	21.2341	1.0	22.02907	20.942118	20.259296	0.52183634	1.3857797
20.722984	20.328508	20.225601	1.0	23.504587	21.979923	20.911043	0.64304185	1.3427355
20.306938	18.774334	17.593426	1.0	23.360193	21.630928	20.237204	0.6538141	1.3570585
21.362238	20.123055	19.406284	1.0	22.462896	21.570427	20.6494	0.7389893	1.3196687
21.959146	21.686647	21.67999	1.0	23.508776	21.969208	20.680859	0.38089633	1.7772094
18.42014	18.114773	18.048977	1.0	21.935635	20.935032	20.443045	0.454663	1.3318281
21.402906	21.070946	20.969416	1.0	23.633194	22.08042	20.619726	0.67732835	1.2856644
21.208649	20.472286	20.109577	1.0	24.130615	22.475271	20.948677	0.70107174	1.3970656
20.81288	19.787888	19.198923	1.0	24.150736	22.603958	20.39988	0.71021116	1.2713305
21.17764	19.755829	18.797207	1.0	22.382027	21.297983	20.21787	0.6740362	1.2901402
21.267057	21.04561	20.861689	1.0	20.689878	20.228565	20.04751	0.6343151	1.3989083
21.762548	20.766962	20.30071	1.0	24.703363	22.924625	20.62109	0.6064914	1.334871
21.16172	20.482061	20.184326	1.0	23.544394	21.663162	20.038319	0.7401887	1.2895471
21.822382	21.128254	20.77942	1.0	23.906889	22.563204	20.824356	0.5648694	1.3223225
21.309534	20.233847	19.670158	1.0	22.398245	21.019587	19.483482	0.19232297	1.2850288
20.634657	19.991304	19.728285	1.0	21.930428	20.495396	19.305967	0.4626289	1.4510891
21.238209	20.571362	20.22509	1.0	19.987144	19.311531	18.800512	0.14893667	1.3566648
19.980385	19.284767	18.881956	1.0	22.539476	20.73749	19.550737	0.578518	1.7034113
21.113127	19.63251	18.41785	1.0	22.441322	20.78161	19.678883	0.4766276	1.3456179
21.598803	20.798313	20.410723	1.0	20.109352	19.282894	18.846329	0.5658356	1.5875025
20.71961	19.690706	19.149765	1.0	21.983948	21.183483	20.834723	0.5237931	1.7438071
21.487986	20.021336	18.921824	1.0	22.095854	20.479519	19.064287	0.63797456	1.5276953
20.844292	20.107182	19.75546	1.0	22.02912	20.89935	20.368254	0.68582547	1.4605144
20.563095	20.244574	20.178787	1.0	22.498383	20.976374	19.835781	0.5122765	1.5178791
21.402254	20.629452	20.193419	1.0	21.986568	20.888681	20.200815	0.48045918	1.4111886
19.187834	17.638046	20.202526	1.0	21.071981	20.965607	20.935602	0.69745594	1.3148613
20.851828	20.237858	20.000057	1.0	24.004087	22.372828	20.561863	0.547533	1.2917305
21.649248	21.185665	20.838503	1.0	24.515047	22.624779	19.442385	0.60296184	1.6412796
21.579657	21.15669	21.074228	1.0	19.012156	18.445883	18.225645	0.72119725	1.6387881
20.50025	19.625198	19.2014	1.0	21.47762	20.251757	19.538267	0.21410486	1.3411425
21.823925	21.387657	21.162588	1.0	23.662447	21.916973	20.317997	0.7333668	1.4768548
19.097958	18.687574	18.543924	1.0	22.288715	20.745726	19.900606	0.44293463	1.3315057
19.735102	19.41113	19.322895	1.0	23.728584	22.311848	20.389524	0.47291318	1.5559669
21.29136	19.955116	19.14761	1.0	23.668953	21.81328	20.207872	0.7188563	1.8633791
21.885384	21.427187	21.378834	1.0	20.354795	19.949623	19.844799	0.5541909	1.3712579
21.449348	21.088055	20.948574	1.0	23.32781	21.99907	20.854109	0.48126832	1.7700218
20.916332	20.366573	20.028524	1.0	22.534918	21.471024	20.469507	0.6907738	1.3057985
20.960196	20.321178	20.02273	1.0	21.840418	20.602673	19.85439	0.49106213	1.311383
20.313015	18.869322	17.711489	1.0	24.240812	22.627533	20.380566	0.62291926	1.3898649
20.93433	19.409765	17.751127	1.0	22.751495	21.18333	19.950468	0.5596968	1.8901943
21.115784	20.775057	20.700151	1.0	22.370108	20.968023	19.711304	0.38786426	1.3342884
20.833961	19.405245	18.296993	1.0	22.544695	21.293242	19.928984	0.60384005	1.5262265
21.179768	20.785194	20.625765	1.0	22.834246	21.748663	20.775606	0.5445326	1.2790899
21.899881	21.840322	21.622639	1.0	23.970516	22.426718	20.923107	0.5571566	1.7059659
21.192345	19.917345	19.297869	1.0	22.457996	21.392088	20.622797	0.55607486	1.555655
21.402906	21.070946	20.969416	1.0	21.217484	20.760426	20.531488	0.7168036	1.2856644
21.902355	21.594627	21.441763	1.0	22.967262	21.41988	20.194668	0.7103422	1.7079414
20.197153	19.616026	19.228983	1.0	21.90804	21.009748	20.164705	0.68323445	1.6027676
19.711061	19.130299	18.84026	1.0	24.072405	22.158026	20.764837	0.62517	1.322686
21.706722	20.732494	20.236317	1.0	24.324911	22.88983	20.943804	0.55307007	1.3660884
21.497356	21.203514	21.110918	1.0	21.458342	20.543417	19.99725	0.50868577	1.4470587
20.844913	20.428402	20.281656	1.0	21.964323	20.894623	20.138874	0.60813904	1.664433
