CONFIGURATION_1-PLANE_2-OBJECT_1-REDSHIFT CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-g CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-r CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-i CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-z CONFIGURATION_1-PLANE_1-OBJECT_1-REDSHIFT WEIGHT
1.47629976 21.91721916 22.08109283 21.69437981 20.86308861 0.45540327826498617 1.0
1.53813207 21.96053696 21.88166809 21.87166786 21.46454048 0.5291829057849244 1.0
1.37811983 21.49366379 21.37380981 21.27986336 20.25528145 0.5992308286659316 1.0
1.30499923 21.66530228 21.77209282 21.80125046 22.22380447 0.4285376810485387 1.0
1.3076241 21.59251976 20.87048531 21.03775787 20.73991966 0.4304238874410908 1.0
1.49902856 21.65635681 21.62434769 21.37628937 20.69894791 0.6346880829598981 1.0
1.65302157 21.74786377 22.03722763 21.96746445 21.59420586 0.70131869760103 1.0
1.2816844 21.64081192 20.84690857 20.9686985 20.32002258 0.6065706198962717 1.0
1.30213916 20.87678528 20.87957001 20.93370247 19.8795681 0.27905264955111714 1.0
1.58313727 21.72590828 21.93856239 21.96327972 21.71178246 0.4341966833427506 1.0
1.67019928 21.20762253 21.79473495 22.66166687 23.51700974 0.6509194545446045 1.0
1.39903617 21.74818039 21.92124557 21.57266998 20.67659378 0.48831495673312586 1.0
1.55326962 21.90621948 22.32345581 22.41331482 21.77755165 0.7412662731455972 1.0
1.29394162 20.57860756 21.02480698 20.7293663 19.97372818 0.3187932968250281 1.0
1.67817831 21.70841026 21.5103302 21.64291954 21.00215149 0.28951792884316246 1.0
1.38093233 20.90694046 20.80220222 20.60634232 20.17048073 0.6887185738262391 1.0
1.31263721 21.94888687 21.80684853 21.51285362 21.157341 0.5410027099587649 1.0
1.33649075 21.6952877 21.59462738 20.95602417 19.97960854 0.47229170310802027 1.0
1.37512052 21.45535278 21.39097023 21.54676819 20.73939133 0.5787254411056411 1.0
1.44380188 21.99045181 22.12003899 22.21122169 20.98147583 0.5133695878423067 1.0
1.30331933 21.94084549 21.81216049 21.4713726 20.37470818 0.694091601607413 1.0
1.74134016 21.9026165 21.91274452 21.61948586 20.56838226 0.4067647672222322 1.0
1.28932273 21.19673347 21.28358078 22.22744942 21.26199532 0.7208274228307613 1.0
1.78599548 20.95310402 22.11885834 22.96063614 24.34580231 0.45491898288298527 1.0
1.51193297 21.81195068 22.22359467 22.04106712 20.77717209 0.6052356137612507 1.0
1.3829726 21.46242905 21.48474693 21.10688972 20.97431755 0.6298651293384095 1.0
1.42317367 21.9547596 20.69813728 20.49046898 20.4239006 0.30749126964989515 1.0
1.29254746 20.72735214 20.24565887 20.13895416 19.80239868 0.6313746633376276 1.0
1.49990392 21.56413269 21.67194176 21.40576553 21.19413567 0.6270509930820565 1.0
1.33057845 21.00833702 21.02914047 20.92170906 20.17650223 0.6950868725070073 1.0
1.34393477 21.77078629 21.89103508 22.34464455 21.00308228 0.632790993355729 1.0
1.80627954 21.83058167 22.22519875 22.34191132 21.71332359 0.6850426168897322 1.0
1.33698881 21.55021286 21.81714249 21.66021538 20.7074337 0.49442888190430645 1.0
1.77596676 21.88322258 21.528265 21.40874672 21.40773773 0.4341911966187725 1.0
1.35303807 20.8801403 20.73835564 20.16007996 19.71177673 0.27091338712759083 1.0
1.39631605 21.97944641 21.84976959 21.60050774 20.29206848 0.6912474817091471 1.0
1.31808114 21.79039383 22.11724281 22.08484459 21.58238411 0.4422657723911141 1.0
1.88200331 20.98510742 21.02261543 20.96348381 22.21914291 0.6177601255642513 1.0
1.33202875 21.77220345 21.9731102 22.37792206 22.20557594 0.513521732812865 1.0
1.37293124 19.92589951 20.51941872 20.64062309 18.92163086 0.6151192888627618 1.0
1.27944481 21.78011322 21.47190857 21.25256348 20.47254753 0.5884078408646752 1.0
1.29565573 20.93117714 20.98938179 20.78428268 19.70570564 0.6062160996106316 1.0
1.46631932 21.14910698 21.1919632 20.67955399 20.83325768 0.5895001041800905 1.0
1.31549108 21.7161026 21.42662811 21.10372734 20.09669876 0.1279163392547903 1.0
1.34149587 21.86816025 21.62711906 22.02328491 20.88016891 0.2697968469960197 1.0
1.96619916 21.98300934 22.33718491 22.29889488 21.88675499 0.4820274915190818 1.0
1.55752933 21.4940815 19.98803711 20.37892723 22.62310219 0.58232728503838 1.0
1.35508788 21.59685707 22.07399559 20.5611515 20.96485519 0.6190134843767956 1.0
1.38826025 21.56902122 21.49443054 21.23366547 21.10636902 0.566630572569416 1.0
1.40444219 21.87893486 21.63485909 21.70762634 21.69484138 0.5284028280337385 1.0
1.57500052 19.00226021 18.54798508 18.46998215 18.49768639 0.6683169497196312 1.0
1.6946789 21.80051804 21.97609901 21.70564461 21.66556358 0.6648689755284666 1.0
1.30271459 21.99858856 21.75769615 21.59617043 20.38348579 0.6696975203864799 1.0
1.29486632 20.73509026 21.45966339 20.70936203 20.25776672 0.454852741429721 1.0
1.39099741 21.50238037 21.57583427 21.14189339 21.04099274 0.357470975149543 1.0
1.71851134 21.85161591 22.27663422 22.56878662 24.30150795 0.6833716607055165 1.0
1.34280372 21.74287224 21.59181976 21.51960182 20.77578735 0.5261392223671773 1.0
1.5782069 21.9290638 21.9233036 21.8791523 21.48623276 0.4051094227117635 1.0
1.63041949 21.83418846 21.91420746 22.10704422 20.79990768 0.5771260976926311 1.0
1.32518613 21.89664459 21.8908329 21.83593369 21.41350174 0.3546056402639006 1.0
1.57721877 19.34480858 18.90801811 18.83797455 18.62418747 0.6303981438542604 1.0
1.66597652 20.6361084 20.46303368 20.47038078 20.85497665 0.5617720801594039 1.0
1.32464874 21.59692764 21.64986229 21.1670742 21.22674751 0.21713141181715234 1.0
1.33165729 21.01661491 21.06937599 20.70245361 20.41625023 0.582606528081884 1.0
1.28752935 21.69407272 21.56709862 21.5297699 20.57650375 0.2963888906839138 1.0
1.7689445 21.79032326 22.03083229 21.76648521 21.41221237 0.742727646030306 1.0
1.30764568 21.43929291 21.46282768 21.4139843 20.33499336 0.32738616295240186 1.0
1.56552482 21.96428871 22.06785965 21.77798653 20.5003624 0.42100153439693166 1.0
1.54416609 21.39097977 21.58442497 21.45397186 21.27684975 0.5895892553811143 1.0
1.30211091 21.81825638 21.56075096 21.91794205 20.33491135 0.3203419402862278 1.0
1.53159273 21.89138031 21.9183445 21.9938736 21.58732224 0.4360355679916811 1.0
1.9671129 21.39954185 21.43616295 21.3725338 20.16044235 0.7055802048830179 1.0
1.30808473 21.08297729 21.1711731 21.27899933 20.35754585 0.4757003161749329 1.0
1.67558241 19.49234581 19.41167068 19.28146744 19.12628746 0.4810723309688131 1.0
1.94209111 21.593153 22.51055145 23.02000999 22.50015068 0.40502359970610224 1.0
1.30205536 21.80031967 21.55232811 21.42866898 21.43568611 0.3673718139353278 1.0
1.73523533 21.58769035 20.19818115 20.16511917 19.77623558 0.6982118803197972 1.0
1.35108268 21.84317207 21.93563271 21.60926437 20.93200302 0.7330722853354824 1.0
1.28196192 21.28373146 21.38433266 21.41029358 20.18252373 0.36044090555082314 1.0
1.31411886 21.65995598 21.77777672 21.68738937 21.29594231 0.5760755250080957 1.0
1.29084039 21.7408371 21.44079018 21.18512917 20.18543053 0.3033658489568881 1.0
1.63653004 21.81061172 21.20988846 20.69657898 20.21991348 0.6727436905072598 1.0
1.46389306 21.91178894 22.00125504 21.71339607 21.1523819 0.6811807187493053 1.0
1.57895482 21.66661644 21.61455154 21.661026 21.49661827 0.728352347762029 1.0
1.58754492 21.47817993 21.66888809 21.5304985 21.25543404 0.36068751870605015 1.0
1.60278738 21.39920235 22.06511307 22.59623718 23.74716568 0.5178364783244189 1.0
1.3715328 21.72519112 21.90743256 22.44715118 21.00579834 0.2245106307422765 1.0
1.71618092 21.42923164 21.91977882 22.14262962 21.87342453 0.5763333687732174 1.0
1.42184174 21.46634483 21.31554985 21.74472237 19.71249962 0.4573041212991831 1.0
1.32686067 20.69522667 20.62569046 20.45779419 20.1484127 0.5403459780208217 1.0
1.43593025 21.69103813 21.51180649 21.15162849 20.32644844 0.49915620802785543 1.0
1.60104251 21.30125427 21.30511284 21.47350502 20.72506714 0.6775091372485554 1.0
1.32048702 21.77472687 22.22809982 22.52288628 22.36877823 0.6468476092082258 1.0
1.32058561 21.21339417 21.15118027 20.87031174 20.57423592 0.5385838132644367 1.0
1.56068695 21.70139885 22.1842556 20.75218391 22.51148033 0.7240514314366562 1.0
1.30705214 21.65396309 21.32130241 21.25278473 20.23210335 0.573676300787128 1.0
1.35027444 21.20284081 20.84905815 21.03618622 20.31215096 0.7050325062972682 1.0
1.34817672 21.26906204 22.31082726 22.95537567 22.91386032 0.665519358295465 1.0
1.35977352 21.92905617 22.09815216 22.008358 21.56849098 0.548948678727061 1.0
1.81972122 21.91915894 22.65788651 22.41477203 22.0581398 0.45222665133532086 1.0
1.36429477 21.88289261 21.91512299 21.86150932 21.62233543 0.682514689403746 1.0
1.42648745 21.95285797 22.02609062 22.37496376 21.50060463 0.47682613754513703 1.0
1.28584635 20.85421562 20.80524063 20.66506958 20.34362221 0.6153935704162328 1.0
1.74243879 21.39180565 21.59815598 21.47411156 21.26918983 0.6224451447558579 1.0
1.30605996 21.07523155 21.60273361 22.36609268 21.95547867 0.604825206323358 1.0
1.31194615 20.6350956 21.19857407 21.56905174 20.24304962 0.4986391428094827 1.0
1.38765144 20.69854355 20.81437492 20.46655655 20.41282463 0.538389730939083 1.0
1.31141067 20.92407036 20.87409592 20.58890724 20.22132683 0.2853294878193622 1.0
1.41203082 21.86149979 22.16660118 22.04712486 22.08708572 0.6572239578476305 1.0
1.2910881 20.80610657 20.73869896 20.49471092 20.14964294 0.315423453573304 1.0
1.28642404 21.55638123 21.54260445 21.57477188 20.82351303 0.630438315364164 1.0
1.31595337 21.63213158 21.88985062 21.41193581 20.69603539 0.7385122232377451 1.0
1.45749307 21.79732704 22.42678833 22.30300903 21.50865173 0.2222854176469095 1.0
1.31639624 20.93294334 20.60533333 20.13229561 19.53178978 0.5918829259148966 1.0
1.39095116 21.98302269 21.96806335 21.88572121 21.69037056 0.6769534591061962 1.0
1.29949903 21.22123337 21.37532997 21.31877518 20.96060753 0.26887902762132837 1.0
1.91317797 21.86909676 21.44638062 21.40173531 21.0100441 0.7434908622741667 1.0
1.36901367 20.52782631 21.24467468 22.2123642 20.56222153 0.47705252811722443 1.0
1.30268383 21.71744156 21.38413429 21.1774025 20.14248276 0.5809801916288339 1.0
1.57484484 21.12891197 21.25158882 21.01127052 21.02208519 0.27743353427313455 1.0
1.43946195 21.63672256 21.30868912 20.81117058 20.83014679 0.7275429769962891 1.0
1.35626304 21.69935608 21.62282181 21.55187416 20.35058784 0.6092223561947875 1.0
1.30284607 21.95083237 21.63625717 21.49394226 20.36499786 0.5230756061432262 1.0
1.40460193 21.80073357 21.74936676 21.42504501 20.80359268 0.3467577287788162 1.0
1.30810726 21.73406601 23.59276962 23.30194664 22.957407 0.5039528265035416 1.0
1.29686654 21.75398827 21.86119652 21.42917061 20.81772995 0.5623492243632733 1.0
1.33618462 21.87034607 21.8856411 21.26186562 25.86746407 0.6945752490238108 1.0
1.39566338 21.88181305 21.90407562 22.06472397 21.54069138 0.39852426493120596 1.0
1.49877262 21.48911285 21.80645561 21.83475876 21.21092033 0.5968646405317729 1.0
1.42023778 21.3005619 21.76398849 21.18276405 20.52964401 0.574394227668167 1.0
1.35234272 21.61504745 21.45598412 21.26443672 19.98846245 0.47113673682330287 1.0
1.8652389 21.93500137 23.12609291 21.47479057 21.35164261 0.5717585505987378 1.0
1.27645671 21.91886139 22.15670776 21.99873924 21.2190876 0.48447359433211495 1.0
1.6994611 21.08298111 20.34057426 20.08748817 20.32772255 0.7483800217616097 1.0
1.83222365 20.22159195 19.14324951 19.49966049 17.62883949 0.6702659539051917 1.0
1.30211902 21.98379326 21.83795929 21.62852859 21.27660942 0.7087711171017342 1.0
1.66413856 21.88112831 22.01337814 21.9072628 20.61945534 0.5354082037535182 1.0
1.4502058 21.84552765 22.11806488 22.18012238 20.97187614 0.43634981365907627 1.0
1.8275373 21.88537025 22.22624779 22.09514999 21.62961578 0.5919902008132336 1.0
1.54230595 20.277668 19.45776176 21.11282921 20.99688911 0.31221535373746495 1.0
1.37245452 21.5241127 21.45998001 21.94013214 20.36641884 0.5795011087134864 1.0
1.33453369 21.42284775 21.27305222 20.67042542 20.88407707 0.29637371538509233 1.0
1.29167163 21.85082054 20.97153091 20.83597183 19.87786865 0.4849795742067734 1.0
1.68255043 21.67009735 22.97013283 23.3270874 23.90948296 0.6560868433260245 1.0
1.97703743 20.82040596 20.64065933 20.89363861 21.67924118 0.6750265254218242 1.0
1.28738439 21.39127731 21.33244896 21.61716652 20.51497841 0.423089810256958 1.0
1.8469305 21.48172188 22.65802383 22.42557526 20.78457451 0.5862544907566851 1.0
1.55733514 21.69425964 21.81236458 21.94985962 21.38572121 0.5518260585020115 1.0
1.39932346 20.9616909 20.94384193 20.43725967 20.29640961 0.638147638831312 1.0
1.37875104 21.66193199 21.73930359 21.52075386 20.84963608 0.5013890439486616 1.0
1.32372582 21.65530968 21.52974319 21.07173157 21.16622543 0.6506584981887619 1.0
1.81088018 21.77572441 21.92400932 21.92430687 21.47198296 0.3331228107158909 1.0
1.28720677 20.88921356 20.79241943 20.35024452 19.98369789 0.6621515292212432 1.0
1.31823063 21.92732811 22.17148018 22.26064873 21.05820084 0.5401858569987015 1.0
1.38906419 21.93133736 21.94797134 22.00841141 20.47282219 0.7219822001860403 1.0
1.58781922 21.84661293 21.59165955 21.72339058 21.86135483 0.5688765212513267 1.0
1.52914071 20.95987892 21.11094284 20.92282295 20.51762962 0.7306009351019161 1.0
1.37219787 21.66032791 21.28405571 21.19992638 19.86215591 0.32847346782251524 1.0
1.56587911 21.74816704 20.89481354 21.35234261 20.44045258 0.7220292087293566 1.0
1.94242322 21.65407181 22.18802834 22.10385895 21.47368622 0.5389760140420796 1.0
1.3032068 21.99572182 22.01207542 21.96260834 21.05641556 0.6909713526331531 1.0
1.52444625 21.71771431 22.3371067 22.71261024 21.36070061 0.6026132787470263 1.0
1.30461693 20.84259033 20.91552162 20.59236717 20.13810921 0.38781264601527854 1.0
1.56502426 21.9435463 22.27550125 21.89577484 20.55209351 0.5634656652781362 1.0
1.83347404 21.70910263 22.01489449 21.91633034 21.61091614 0.5518552840905954 1.0
1.72528553 21.882967 21.83106995 21.82271385 21.03045082 0.5326466658974365 1.0
1.66532135 21.65518379 21.73109055 22.05829048 20.7202816 0.7339861186546431 1.0
1.39052367 21.41576576 21.68032837 21.79699898 21.01573753 0.6821393152535425 1.0
1.41929805 21.79213333 21.75518227 21.9428978 20.80814934 0.5580611123788928 1.0
1.39297819 21.94272804 21.65001678 21.71978569 20.8685627 0.3320655964239275 1.0
1.7671479 21.95188713 20.99800301 23.96175194 24.37544632 0.5475854404450795 1.0
1.29499447 21.2208004 21.13744545 20.78582573 20.49321747 0.5833509410372532 1.0
1.47028553 20.2547245 19.77598953 19.86214447 19.61241722 0.6732361737261576 1.0
1.68400586 21.79918098 22.01813316 21.82536888 21.62452888 0.462022338550661 1.0
1.31834567 21.25778008 21.21697617 21.12981415 20.77588463 0.3891048087014003 1.0
1.40445065 21.64510727 21.66204834 21.28149796 20.54055977 0.5701694349167699 1.0
1.37887323 21.28798294 21.2942791 20.90168762 20.86491013 0.49622312548811387 1.0
1.97080958 21.82401848 22.3642807 22.17152214 21.78018188 0.513626749427744 1.0
1.45258224 21.94384193 22.54279137 21.8998394 21.66679573 0.6423169733216887 1.0
1.27685785 21.97192764 21.86774254 21.76307869 21.43032455 0.482774543339533 1.0
1.76374114 21.28821373 21.42355347 20.82320213 20.77212334 0.5885658318865703 1.0
1.72395456 21.49165726 22.24299049 23.3712883 24.46897888 0.4791213508329788 1.0
1.38666081 21.32467079 21.17452431 20.6825943 20.47266579 0.16237806356727114 1.0
1.28371263 21.05626297 21.15452003 20.75951958 20.66190338 0.5344522617117461 1.0
1.30502009 21.84509468 21.74175262 21.78246498 21.49633789 0.573681274201251 1.0
1.67814326 21.7057476 21.78051949 22.1732769 20.98540115 0.5055500368090717 1.0
1.3101759 21.88241768 22.0552063 22.07555389 21.31376457 0.48170486171098403 1.0
1.60661268 21.84351349 21.87563515 21.81391907 20.77724457 0.5915803777942221 1.0
1.30318868 20.78493881 20.38086891 20.23753548 18.96767235 0.572926372616575 1.0
1.35648417 21.91233826 21.70939636 21.54131699 20.53747749 0.6451379069159522 1.0
1.99357414 20.36412239 21.43608284 21.64952278 22.12127495 0.7241946947787015 1.0
1.32341504 21.91579819 21.5210247 21.61702538 20.40890312 0.35182314472220627 1.0
1.29331458 21.81301689 23.33012009 23.31293488 23.89608765 0.7494544510736868 1.0
1.32064772 21.46179199 21.41593552 21.23169136 21.06148529 0.5722901362818086 1.0
1.7267189 21.98855972 22.88217926 22.72721481 23.33790588 0.590479963847996 1.0
1.35880792 20.47473526 20.49236488 20.01965714 19.51288414 0.7048681006213211 1.0
1.2985549 21.97805977 22.08666229 21.86020088 21.35099602 0.47540299780667533 1.0
1.56988478 20.46496391 20.36301422 20.76157951 21.23221207 0.6893779873581963 1.0
1.29269576 21.81346703 21.73825455 21.64133072 21.41778564 0.5975579213348403 1.0
1.39429545 21.93241882 21.92624092 21.83913612 21.58993912 0.2892792954382234 1.0
1.31290066 21.40105247 21.31820488 21.25137711 20.09819603 0.5995205811756236 1.0
1.39361155 21.7271347 21.42385864 21.29847527 20.06306648 0.42915542914398425 1.0
1.75961947 21.97529602 21.98141479 22.06391716 21.39801216 0.6936332023486455 1.0
1.36849034 21.7834301 22.48184013 21.71458435 21.30486679 0.5036914551925903 1.0
1.31850815 20.53460884 20.53035164 21.27238274 20.65293121 0.6887547213666697 1.0
1.29203439 21.26967621 22.65431976 22.51387787 21.85864067 0.22805005073344592 1.0
1.3379823 21.82214546 21.99963379 21.61156273 20.64378166 0.1802314536900158 1.0
1.28927767 21.91622162 21.94499016 21.93927574 20.81028175 0.5155900562332038 1.0
1.43246305 20.6169281 20.86424446 21.00030136 20.25564766 0.3679670893015979 1.0
1.3201642 21.05350685 21.25854301 23.15689659 22.83190727 0.7353269917312373 1.0
1.49551082 21.04042625 21.13827133 20.85539436 20.66321373 0.570787342973103 1.0
1.55567038 21.5879879 21.61267281 21.22014046 21.22610474 0.5585386684650359 1.0
1.49905586 21.25542831 22.11724663 21.0764389 20.97428131 0.5236359840279674 1.0
1.6756438 21.87933922 22.06478119 21.95390511 21.83689499 0.6711397281161214 1.0
1.31296551 20.96902847 21.02775002 20.66548729 20.3466053 0.6124342553975702 1.0
1.31425536 21.21623802 21.55065346 21.30883408 20.50968552 0.609435439451316 1.0
1.33118725 21.65227318 22.87524223 22.8534565 23.21233177 0.6834338912912526 1.0
1.28656614 21.61092758 21.70602989 21.3185482 21.41692352 0.5082780568902043 1.0
1.86104047 21.39571762 22.23803139 23.89871025 24.12423515 0.5302178237827808 1.0
1.34321034 21.15805054 21.05904388 20.97026253 19.96288681 0.7452316017814774 1.0
1.27788746 21.86374664 21.95873833 21.45870399 20.62013817 0.17685811632479653 1.0
1.40092456 21.36384392 20.47331238 19.84670448 19.48406219 0.32138071636448806 1.0
1.30989695 21.17870903 21.35954666 21.13086891 20.22423363 0.5500075004096027 1.0
1.79991758 21.79639244 22.40011787 22.23405075 21.88140106 0.6460541465605443 1.0
1.39355981 20.58123398 20.4996357 20.49554634 20.1316967 0.7106695832630777 1.0
1.40064335 20.77779198 20.87582207 20.70897675 20.4433136 0.5483791059094562 1.0
1.37277436 21.30698776 23.30631828 23.46411324 23.6999855 0.531688232791597 1.0
1.48127985 21.95608711 22.72384262 21.74111366 21.69280243 0.6952746864179069 1.0
1.30082059 20.37973404 21.12083054 26.66046524 22.16572571 0.4880671175750085 1.0
1.50484443 21.40952873 21.10651779 21.15290642 20.80922318 0.46908193316419056 1.0
1.36550462 21.9295063 22.28441048 22.0614872 21.14288521 0.5782301530125842 1.0
1.41882229 20.71433067 20.80390358 20.84399986 20.39130783 0.7216789909469287 1.0
1.37932718 21.88942337 21.88969803 21.92041016 21.27613831 0.5619462194561917 1.0
1.32803679 21.42912102 21.39257812 21.07216644 21.01832771 0.43793046637223626 1.0
1.60131001 21.90181351 21.50890541 21.59582138 20.27346039 0.5597545794949941 1.0
1.27658761 21.24215317 21.31987953 21.34821129 20.47286224 0.3847588044074681 1.0
1.34106743 21.5429554 21.70277786 21.72624016 21.52863693 0.3984593893743039 1.0
1.59766662 21.80783844 23.77315903 22.57141304 22.64942551 0.40532708927288497 1.0
1.69176877 21.92472076 22.5439682 22.37241173 21.80640984 0.6952268021732938 1.0
1.4161855 20.99839592 21.10870171 21.12309074 19.923069 0.4447855708030856 1.0
1.51867795 21.7099762 21.72891808 21.64173126 21.45977402 0.6572242251891428 1.0
1.50361621 21.81830406 21.84771919 21.85710526 21.59679794 0.4399625350617421 1.0
1.92538393 21.29542351 20.56188011 21.63519287 20.85610199 0.32512205788481885 1.0
1.29345298 21.77326202 21.72761154 21.3648262 20.53302383 0.6416449676122276 1.0
1.35936248 21.14196205 22.43635368 22.63690948 23.32759094 0.5031667704649986 1.0
1.343714 21.83346939 21.74279976 21.58940506 20.54174805 0.6004633644010252 1.0
1.29936278 21.86779594 21.91540909 21.64170456 20.54580307 0.7290558091907063 1.0
1.27877986 21.84793282 22.23861504 22.38239098 21.50294876 0.6052489649779917 1.0
1.85057306 19.28152275 20.98756409 22.61878014 20.78163338 0.5720777685785898 1.0
1.3520515 20.30813789 20.51417351 20.77219963 20.30417824 0.2664396071236553 1.0
1.63116693 19.15126991 18.70679283 24.50343323 22.42814827 0.7463932757018211 1.0
1.65402579 21.91387749 23.1586132 22.89958572 21.68222237 0.5866794315045256 1.0
