CONFIGURATION_1-PLANE_2-OBJECT_1-REDSHIFT CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-g CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-r CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-i CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-z CONFIGURATION_1-PLANE_1-OBJECT_1-REDSHIFT WEIGHT
1.54542732 21.86923409 21.87872887 21.62180138 20.58728218 0.652574010313142 1.0
1.28490901 21.92949486 22.07361984 21.39981651 20.2560482 0.5272884368355528 1.0
1.2828877 21.95547104 21.89582443 22.01464272 20.54060555 0.2710925325886055 1.0
1.28007209 21.62136269 21.86964417 21.79642296 21.3915081 0.6817988896143414 1.0
1.3574636 21.707407 21.46729088 21.04363251 19.82938766 0.3999660606734079 1.0
1.56424785 21.83149147 21.80608749 21.41936874 20.48488045 0.6739316403271423 1.0
1.57570708 21.94940567 21.80687904 21.84540558 20.97366333 0.5634221388435006 1.0
1.27944982 21.27570915 22.69210434 22.42592049 21.9856472 0.5431532251239488 1.0
1.76553917 21.84360504 22.06186485 23.07440186 23.59735298 0.5646210899616522 1.0
1.69645226 18.64198875 20.56095314 19.96838951 19.47311401 0.5796253450033705 1.0
1.41369224 21.96404839 22.33031845 21.79336929 22.13175964 0.5974930908130347 1.0
1.43818557 21.78295708 20.6625061 20.77208138 19.44137001 0.3904801162784375 1.0
1.41717637 21.95367241 21.34576035 21.38274193 21.71352196 0.6931045214679148 1.0
1.36407566 21.57074738 22.33912277 22.17983437 21.45383835 0.5359066390614811 1.0
1.73395634 21.72610474 21.6594944 21.46449471 20.26445961 0.602705556078963 1.0
1.84578955 21.80362701 21.45086288 21.4071579 21.50498581 0.7159800781742945 1.0
1.4654038 21.87733841 21.78997231 21.64095306 21.41369057 0.6904443860392406 1.0
1.53949308 20.10461617 19.63635826 19.78945732 19.75839424 0.6109816980026607 1.0
1.39607787 21.23327446 20.86270332 21.76087379 19.42691612 0.2806568925563352 1.0
1.43574166 21.44857025 21.41174316 21.32815933 20.67286873 0.6194106482893701 1.0
1.32592666 20.91453743 20.96872139 21.14174461 20.47499847 0.7302100094417541 1.0
1.3221215 21.97554398 21.69731903 21.36532021 20.20873833 0.34304409752020604 1.0
1.57415426 21.30402946 21.37274361 21.36458015 20.48049545 0.5802854422233662 1.0
1.96814764 21.75530434 22.01153946 21.98994446 21.72344589 0.5209242000989341 1.0
1.40099728 21.89727211 21.97793961 21.62351036 21.41814041 0.4604292048205557 1.0
1.34350908 21.4218998 21.48050308 21.1722641 20.37634277 0.40267960756587495 1.0
1.50303793 21.9393177 21.72333717 21.66095543 20.50706863 0.43512779620195685 1.0
1.33420956 21.72564125 22.5308876 22.59024239 21.84815979 0.5749529332477983 1.0
1.48257875 21.77835655 21.8820076 21.34626198 21.22085381 0.6211728848016937 1.0
1.41446781 21.97553253 21.9066906 21.68661118 20.58970261 0.5979165416016565 1.0
1.40389192 21.94966507 22.10150909 21.75769043 21.12797165 0.6724265770319031 1.0
1.44078922 21.87246513 21.89676285 21.7827816 21.58139038 0.6694600493105931 1.0
1.58246291 21.82128525 21.73020172 21.7010498 20.57005692 0.33716005879715166 1.0
1.40650618 21.84996223 21.60652924 21.04089546 19.81907463 0.6368405424037388 1.0
1.46496487 21.88827896 22.0027771 21.75205421 21.40831184 0.30067769356460455 1.0
1.28063738 21.80946732 21.93691254 21.91386604 20.72671127 0.5900604173680115 1.0
1.3468281 20.56993866 20.0762291 20.11664772 19.97892952 0.5127816755558535 1.0
1.32351005 19.67544746 19.27622986 18.92450523 18.6730442 0.2582396801185035 1.0
1.49604535 21.19109535 20.93898773 21.07228661 21.25211716 0.4970569701168517 1.0
1.29760468 21.89616394 22.10430527 21.7905674 22.06515694 0.7302078687067484 1.0
1.69558144 21.64322281 21.14060783 20.79940414 20.40685844 0.385226896749298 1.0
1.47809684 21.73433685 21.44224548 21.61979485 20.77383232 0.6141812292792904 1.0
1.32458413 21.6386528 21.27303123 20.91630936 20.04223251 0.681725312012673 1.0
1.30969858 21.43052483 21.60746193 21.28954697 21.00966644 0.35165258613928346 1.0
1.4540472 21.54852867 21.48692513 20.87291718 20.92398453 0.3289747510450641 1.0
1.43847787 21.95084953 21.95783043 21.69251442 20.42193413 0.5891042075378826 1.0
1.61874282 21.74846649 22.05855751 22.43354797 21.17361259 0.4377377346529717 1.0
1.56661224 21.3224678 21.0718689 21.65671539 21.51599312 0.7290162747629582 1.0
1.81305563 20.69180489 21.29546547 25.45341682 22.10097122 0.5478737823429599 1.0
1.32378817 21.53811836 21.57280731 21.04564857 21.06001472 0.6360573368403462 1.0
1.41106522 21.96122551 21.71620178 21.27378845 20.40540504 0.5934154754107566 1.0
1.54279828 18.96552849 19.93649673 20.05944252 20.95510483 0.5262258062722894 1.0
1.33228898 21.6793766 21.63526154 21.4532299 20.56987381 0.7396451607294628 1.0
1.27701783 21.91809082 22.322155 22.36340141 21.42277718 0.3950783429337074 1.0
1.89459062 20.80701637 22.41452599 20.36413193 21.24292183 0.3156100468185429 1.0
1.58988726 21.91004372 21.63677788 21.84864426 21.53797531 0.1937794442352242 1.0
1.35564327 21.87427711 21.47370338 21.26744461 20.06889725 0.5105917941201864 1.0
1.93330884 21.22167778 21.19926071 20.86569786 21.22282982 0.6073955030454394 1.0
1.6228925 20.42321205 20.97130203 20.6694355 21.52277946 0.7365445660179404 1.0
1.32136822 21.32283401 21.37229538 21.36663437 19.93233681 0.6527758525992207 1.0
1.34287131 21.40194702 21.55190468 21.16712379 21.02178001 0.4759373881352148 1.0
1.37372148 21.31025505 21.52384186 21.22400475 20.93967247 0.7155586824823034 1.0
1.82097197 21.17611885 21.7062912 21.78115082 21.56035233 0.6881921158766178 1.0
1.28589916 21.85864639 21.7200222 21.98512077 20.55654907 0.22059594209235145 1.0
1.5074302 21.92004395 22.10147476 21.86661339 21.55822563 0.47900674937469856 1.0
1.68788588 21.76275444 20.87625504 20.44210815 20.19284821 0.6858758663446097 1.0
1.70578182 20.65485764 21.0474453 21.3327713 20.32663155 0.47540967137139645 1.0
1.3846122 21.3597393 21.31487083 21.23759079 20.01920319 0.48088296839457223 1.0
1.42642248 21.90910149 21.85137749 21.43793869 23.55573654 0.3977785245913509 1.0
1.35957611 21.80104256 21.51573944 22.42515373 22.30493164 0.4290232978299817 1.0
1.34161139 21.32927895 21.31624794 21.69722939 21.46238327 0.281728833916164 1.0
1.33454609 21.64270973 21.79914284 21.94881058 20.96711922 0.7098352243392337 1.0
1.72133541 20.76640129 20.54662704 20.42088318 20.52273941 0.6352247627261604 1.0
1.60922933 21.95330811 22.09148598 22.13186264 21.76216125 0.5192162254831716 1.0
1.55650747 21.78247261 20.30978203 20.99784088 21.36754608 0.5078847609329038 1.0
1.27911711 21.82750893 21.46801949 21.79629898 22.29237747 0.4575076013648071 1.0
1.73434043 21.74094391 22.00326538 21.61313629 21.34152603 0.4801459383210839 1.0
1.72796226 20.05134964 20.00078583 21.77078056 18.99129295 0.707093468235419 1.0
1.5669564 21.3070507 21.62095642 21.35599899 21.16488457 0.49885728414913155 1.0
1.33121848 21.739254 23.39291763 23.52214241 22.4038868 0.5540135793754474 1.0
1.3061409 21.99748039 21.728405 22.23258781 21.59024429 0.7116783479988358 1.0
1.51134801 17.83636475 17.52974701 17.56066895 17.80265999 0.6121464297196783 1.0
1.31919134 21.78822899 21.83856201 21.79208755 21.45353508 0.31375360857569135 1.0
1.42433059 21.95987701 21.86086655 21.68328857 20.5723362 0.5865775468744211 1.0
1.90572548 21.23498726 20.66233444 23.23364258 19.39279556 0.690627352399815 1.0
1.33484304 21.86423683 21.81799698 21.82338905 20.88365173 0.3847532474871541 1.0
1.30172789 21.89658356 21.81403351 21.65304565 21.49968338 0.6288190915076777 1.0
1.30136311 21.9946022 21.64722824 21.57454681 20.73444557 0.245623637216699 1.0
1.51304591 21.67966843 22.26837921 21.86505318 21.52419662 0.6485006592483278 1.0
1.86204576 21.64964676 22.95207787 23.12443733 23.22306824 0.3603331194580799 1.0
1.40048826 21.97535324 22.09444237 21.89602852 21.82296181 0.4012846205080795 1.0
1.32467031 21.38402176 22.35527802 22.42538261 21.83029175 0.6635341120317977 1.0
1.36638772 21.16764259 20.96200752 23.13260269 22.19415855 0.5691935951937975 1.0
1.3881619 21.69239044 22.50491333 21.76572418 20.74938774 0.4821363566826835 1.0
1.277915 21.76455116 21.76241875 21.75139809 21.33257484 0.518465794504706 1.0
1.77562129 21.97763252 22.47003365 21.96550369 21.87479401 0.6277084447172656 1.0
1.51314437 21.64643097 22.48096085 21.45486259 22.3018856 0.5825173530333321 1.0
1.41297221 19.17319679 18.68643761 18.50083923 18.27185249 0.6115242670675296 1.0
1.88064444 21.28158379 20.05939484 19.85923004 19.99526024 0.7105776593694578 1.0
1.85989058 21.39370537 21.41223717 21.12091064 21.48001289 0.7452965096787677 1.0
1.42384493 21.97512436 22.07154655 21.91900063 21.62333679 0.2618707982610792 1.0
1.32270598 21.67013168 21.61709404 21.13890266 21.29219818 0.4363548775365177 1.0
1.30503809 20.62436485 20.78735733 20.59737778 20.42213821 0.5346315147786169 1.0
1.55348742 21.96067429 21.8801403 21.79475021 20.63503075 0.48997093873895015 1.0
1.35706365 21.20858192 20.93853569 20.8490963 19.54557228 0.6277238130874102 1.0
1.37517369 21.4432373 21.33029366 22.17792702 21.02439499 0.6781343301281954 1.0
1.32340586 21.48617935 21.53932953 21.3023777 20.99517822 0.580426645974645 1.0
1.29103124 21.40760994 21.35816765 21.07395935 20.04403114 0.44571447864071045 1.0
1.51391399 21.98348427 21.87560272 21.83964729 20.82156754 0.5938779391020841 1.0
1.31720829 21.67480469 23.32741356 23.06832123 23.19490814 0.6711675153602882 1.0
1.51513124 21.66661644 21.72997665 21.29834557 20.56035423 0.46510478131026245 1.0
1.41826379 21.23039055 21.2901001 20.82933044 20.93604851 0.7075384083667517 1.0
1.58354414 21.81786537 22.20277214 22.39194489 21.80368996 0.5749689917779642 1.0
1.31098831 21.90368843 21.87833595 21.85508156 21.63008308 0.5994684348399122 1.0
1.29924822 21.97523689 22.24155807 22.65055466 22.11489296 0.4291943936567048 1.0
1.44539726 21.73229408 21.84740829 21.89834595 21.5130558 0.5971993209160986 1.0
1.5532403 21.56188202 21.70621681 21.81175995 20.92171669 0.39437863408203877 1.0
1.61042047 21.60352707 21.74137688 21.34192467 21.35226631 0.6413043155702498 1.0
1.34011257 21.94874191 21.82843971 21.6350975 20.53902245 0.36161211076722233 1.0
1.59373009 21.62664795 21.61127472 21.30270386 21.49073601 0.507081767037305 1.0
1.3014605 19.51774216 18.91794205 18.99958801 21.40771103 0.6353075787678377 1.0
1.57709265 21.98829651 21.95445633 22.01584053 21.34367752 0.21854927255906947 1.0
1.50683153 21.87179947 22.04592896 21.75189781 21.51991653 0.7429641055745878 1.0
1.39484334 21.64426422 21.91393852 21.84309959 21.50918579 0.6919910011806969 1.0
1.33470178 21.98644066 21.94307899 21.57151604 20.35393715 0.4209740600281845 1.0
1.3133744 21.75713348 21.91363907 21.76696777 20.75868416 0.739024164509665 1.0
1.35985684 21.97303772 21.87393951 21.41875839 20.59446716 0.5421925023078847 1.0
1.33985305 21.48983383 21.25109863 21.27005196 20.31476784 0.6501241143499562 1.0
1.56826031 20.86716843 20.88209343 20.72225189 20.47119331 0.7334640043648575 1.0
1.29292309 21.98415947 22.05405426 22.21761894 21.40307808 0.638727854487092 1.0
1.30974913 20.76758575 21.03014565 21.37776566 20.14287376 0.6357014341638613 1.0
1.40319169 21.4787693 21.61544609 21.77630043 20.55088425 0.19776557064527506 1.0
1.4491806 21.8903389 22.06061363 21.97274399 22.11486816 0.31731729436322803 1.0
1.30858934 21.50633049 21.55463791 21.4642334 20.51878357 0.7153341474769014 1.0
1.35369384 21.78723907 21.90903854 22.11001015 21.75104332 0.6164099842859739 1.0
1.38033473 21.81090736 22.06247711 21.65940285 20.51392174 0.537157598735954 1.0
1.30083835 21.78878784 21.62417221 21.23797035 20.07793045 0.70168430672667 1.0
1.42581165 21.06485558 21.14097404 21.70032692 20.67998123 0.5886864209687004 1.0
1.39706635 20.64523125 20.61503029 20.28086472 20.02295113 0.5515736394441237 1.0
1.60480106 21.75881195 23.18547249 21.63490105 20.93127441 0.512313504596229 1.0
1.28765941 21.34842682 20.98780251 20.59503746 19.06643867 0.7297976580312115 1.0
1.81535923 21.90463257 22.3788662 22.59184456 22.2287674 0.26790519460042905 1.0
1.29283452 21.85285378 21.79469681 21.75115395 20.50732994 0.6004661191372195 1.0
1.45734084 21.94017601 22.02676773 22.07414627 21.66272545 0.3986432958982131 1.0
1.74191904 21.77009201 22.50210762 22.548666 22.01407433 0.6734705271672895 1.0
1.33024621 21.78052139 22.3119812 20.93280602 20.2895031 0.6333621810463503 1.0
1.40100861 21.78515434 21.23940277 21.32918739 19.83504868 0.6980716598695365 1.0
1.33006942 21.94762802 21.89962196 21.80882645 21.62201309 0.5028124144675675 1.0
1.65196574 21.08817863 21.96377563 21.59182549 20.82411003 0.5135130830129669 1.0
1.30361784 21.45433426 21.25758553 21.35480881 20.0617218 0.5976696637746958 1.0
1.4226222 20.69018173 20.65135002 20.47664452 20.37112427 0.5965304041315084 1.0
1.40057063 21.98944664 22.04813004 21.69804382 20.72326851 0.39756789549120075 1.0
1.9175545 21.89304543 22.06394005 21.92639542 21.8515892 0.3990596064914215 1.0
1.46214926 21.6336174 21.75535202 21.62168884 20.34218979 0.4580885705508713 1.0
1.4212867 21.56812668 22.44483948 20.85640335 20.7506485 0.4399336946140779 1.0
1.37331128 21.77465248 22.04323769 21.83045197 20.20120239 0.4073592499299131 1.0
1.49972618 21.82069016 22.36676025 21.07345963 20.85980797 0.7027405081350583 1.0
1.98464286 20.14733315 19.39232254 18.73254395 19.55331039 0.5945354627914087 1.0
1.32839358 21.52000237 21.44572258 21.25616074 20.39667892 0.3846102920004841 1.0
1.30502415 20.85590363 21.02157593 20.9812851 19.70851517 0.6053395582321149 1.0
1.39896762 21.75421333 21.69526291 21.68113136 20.47545815 0.7051617205020444 1.0
1.33425593 21.94087982 21.60700226 21.13119698 20.39175034 0.3655453144424583 1.0
1.28942728 21.74292946 21.96974945 22.91598701 22.08561516 0.3814584997682824 1.0
1.60625613 21.98698044 22.17140007 22.45062828 22.40159416 0.562214629222236 1.0
1.30995655 21.47229767 21.42515945 21.3414402 20.71856117 0.4448123069886173 1.0
1.59496439 21.23581123 21.50672722 21.11346817 21.2191906 0.747478620830883 1.0
1.34672821 21.28979683 20.9311924 21.37957191 18.84734344 0.7232701045108247 1.0
1.36205649 21.45759773 21.42315674 21.3487854 20.29427147 0.7050445482606676 1.0
1.42719316 21.92497826 22.21390915 21.77563095 21.48673439 0.6153940162086694 1.0
1.55551696 21.47222137 22.19150734 22.71338272 22.18103218 0.5061683307186171 1.0
1.40537405 21.35824394 21.48629379 21.78276825 21.08112717 0.41686251242577854 1.0
1.3021642 21.71175575 21.67773056 21.690588 21.45190239 0.610446744283668 1.0
1.3177985 21.79779816 21.75151253 22.87650299 22.27459145 0.5554949201413855 1.0
1.30527556 21.30148315 23.2752533 23.30414963 22.86218262 0.4281973221387134 1.0
1.31627655 20.83747673 20.55158234 20.31624985 19.86044693 0.39836015504871536 1.0
1.46270394 20.94001007 21.15963173 20.9295578 20.61147499 0.28247151718667746 1.0
1.37125075 21.05813026 21.38147354 21.16812134 20.94343948 0.7481000203117147 1.0
1.44173515 21.77539062 21.37830353 22.47322464 20.48992157 0.574093029523487 1.0
1.82409465 21.74548721 22.05906677 22.17126465 21.60186386 0.5473974571570516 1.0
1.45583522 20.6574688 20.00611877 20.1572876 18.61994743 0.4324268605820053 1.0
1.38062024 21.82244492 21.65647125 21.29559898 21.43181038 0.2870132100221954 1.0
1.31552589 21.98682594 21.94703293 21.79392433 21.64724731 0.6303758061125022 1.0
1.29191077 21.7058506 21.71696091 21.63348579 21.43795967 0.45109984546704684 1.0
1.3631295 21.88625145 21.8927269 21.78048325 21.57011223 0.4172047057762743 1.0
1.61221611 20.70619392 21.19346428 20.88733292 19.95051575 0.5713171050481196 1.0
1.53197861 21.83040047 21.64270592 21.59031296 21.25769043 0.43109845851939854 1.0
1.44449914 21.99689102 21.48345375 21.25504684 21.15376091 0.6864176307739835 1.0
1.40053618 21.53604698 21.60034561 21.54944992 20.45071602 0.6061852865864145 1.0
1.47358394 20.4345932 20.33917046 20.15980339 20.73589134 0.43505555890978365 1.0
1.28035104 21.86390877 22.16476059 21.87152672 21.06756401 0.5159410157411195 1.0
1.32291472 21.97986984 21.90520287 22.03046036 21.64217567 0.6971522247492835 1.0
1.37649262 21.68370438 21.87450981 22.13438034 20.79104424 0.5516937292015957 1.0
1.56136644 21.99847221 22.48901939 22.9348526 23.23707962 0.2009253368363767 1.0
1.76059663 21.07838821 20.68790817 22.32140923 22.57616806 0.6599491815742085 1.0
1.60626781 21.19618988 21.62561607 21.59279633 21.19156456 0.5416125730424127 1.0
1.31489027 20.8882637 21.08710289 20.80473137 20.45748329 0.6855697016078788 1.0
1.31830657 21.54053307 21.57446861 21.6127739 20.57561684 0.2297070907418865 1.0
1.27667356 21.29357719 21.43819046 21.73294449 20.57348633 0.3187754058729263 1.0
1.30045497 21.77613449 21.72603989 21.48132133 20.25950623 0.3617953618400136 1.0
1.38023603 21.86439705 22.04868317 22.15271759 22.50389862 0.5575090407054691 1.0
1.30298972 21.31018639 21.70483017 21.69130325 20.92546082 0.6919353279874014 1.0
1.46096992 20.69229698 20.75876236 20.77162933 20.46016121 0.5271955853295582 1.0
1.47673464 21.48584366 21.26282883 21.55937576 20.25270844 0.451781491852281 1.0
1.36194754 21.66732025 20.49533463 21.18660545 19.63500977 0.7316196825100882 1.0
1.42920494 21.9937439 21.79508209 21.82920265 20.69499207 0.6809737461764404 1.0
1.44377005 21.77886772 21.98629761 21.73352814 20.46611404 0.590572327487256 1.0
1.29071879 21.93427467 21.84483528 21.6432724 20.64619827 0.6610566522935186 1.0
1.37804925 21.83349419 21.86315918 21.746912 20.75640869 0.6140154587827383 1.0
1.58785701 21.6012516 20.7769928 20.57102394 20.44253731 0.42480314223476356 1.0
1.27810359 21.76946449 21.76957893 21.623312 20.53994751 0.5766767591595051 1.0
1.33898461 21.88262939 21.85130119 22.15045357 20.92153168 0.5660012300476793 1.0
1.89655197 20.77088547 21.22952271 21.23714828 20.69577026 0.44261129224340495 1.0
1.3856535 21.94290543 21.80537987 21.7709713 21.90726089 0.6981339023545058 1.0
1.81380796 21.4941349 21.95439339 21.9762764 22.23902702 0.5954584387506574 1.0
1.32116365 21.71359444 21.69174767 21.72913361 21.01291656 0.3578729489914738 1.0
1.39596665 21.8465271 21.59618378 21.41126633 20.17136765 0.7210965876590516 1.0
1.40169978 21.99622917 22.1930809 21.8849678 21.10782433 0.7372286134303573 1.0
1.27709591 21.86252213 21.97997093 21.93128967 21.92009926 0.2338911983482646 1.0
1.42679965 20.82686043 20.51223564 20.19244003 20.20579338 0.6327874408909548 1.0
1.29789376 21.79851151 21.91805267 21.90523338 21.86386108 0.5219323010971308 1.0
1.60357296 20.39878654 21.03793335 20.99860764 21.06653023 0.4960809253608718 1.0
1.32736492 21.16261673 20.98283005 21.02710533 20.22472954 0.5383848906857437 1.0
1.28817677 20.79846001 20.63401604 20.66443634 19.31108665 0.495630665682677 1.0
1.48869884 21.56370926 21.5737648 21.24181747 21.1807003 0.49136297915727006 1.0
1.70813966 21.60286522 21.92084694 21.97193909 21.83036232 0.5680067055656849 1.0
1.82752478 21.55262756 21.81969261 21.44749069 21.23169327 0.7339860242100584 1.0
1.4771992 21.29207802 21.11745262 20.58997536 20.68891907 0.4980281561438926 1.0
1.39668179 21.60242081 21.54690552 21.35653687 21.19690704 0.7345752957069043 1.0
1.71106851 21.80494308 22.1133709 21.88512802 20.71191406 0.609918356440962 1.0
1.38781321 20.63978958 20.75407028 20.38432312 20.07035065 0.6005868577420798 1.0
1.67245805 19.64593506 21.2216053 21.93171501 21.33275986 0.4233265100936946 1.0
1.27945411 21.92286873 21.98161507 21.87679291 21.61890411 0.6528570790167387 1.0
1.41748571 21.14318657 21.34825897 20.92140961 20.8431778 0.28672207596280225 1.0
1.31358731 20.28121567 20.32505417 20.42517281 20.36685562 0.6750276258801012 1.0
1.33266735 21.75753021 22.19563866 21.79863548 20.36734772 0.6512684175919373 1.0
1.3985579 20.92104912 20.9239006 20.36488152 19.98018837 0.31792519526129753 1.0
1.64106429 20.00893974 20.38093376 21.90554619 21.39889908 0.5171115123018296 1.0
1.66688383 21.61164665 21.79623032 22.10048866 20.75423622 0.7347687559691012 1.0
1.31609333 21.45368004 21.85835648 21.94585991 21.14378929 0.44228157460505513 1.0
1.75923991 21.80257034 21.96852303 21.83980751 21.50247574 0.5047313514619289 1.0
1.48007667 21.59429741 22.01631737 21.81312561 21.49741173 0.6293125554653897 1.0
1.35765576 21.7951355 22.11984062 21.79498291 21.58385849 0.7128869093924352 1.0
1.63350999 21.9781971 21.73865318 21.690382 20.75805855 0.7086636993148474 1.0
1.33516586 21.27779388 21.44569206 21.19782639 21.01510811 0.5537945330990685 1.0
1.35960174 21.76868629 21.75461388 21.61513901 20.17796707 0.5167789386980529 1.0
1.39677215 21.94831276 21.47068405 20.98241806 19.57974625 0.5686838564099213 1.0
1.50961554 21.43655586 21.61804581 21.8073616 20.98000908 0.6631979969922527 1.0
1.7198422 21.01323318 21.73039436 21.24245834 21.30431175 0.7039117348085266 1.0
1.30707502 21.5728569 21.59162331 21.04508209 21.13138008 0.7362984580868623 1.0
1.54752183 21.80050087 21.5471859 21.45627785 20.22113991 0.6737903606057525 1.0
1.32542562 21.76527214 21.63214302 21.78113365 20.3459816 0.49293669335898965 1.0
1.53949046 21.93021965 22.11737061 22.19277 20.89118576 0.4619560459865447 1.0
1.31665659 21.9344902 21.49063301 21.34695053 20.26334763 0.6410155981681092 1.0
1.31856072 21.64110947 21.40801811 21.13891411 20.13134193 0.6337692770547669 1.0
1.579 20.83232117 20.633255 20.52070236 20.19389534 0.6433717279237544 1.0
1.3404032 21.96672058 21.8893795 21.61391068 20.70684433 0.5816886346535208 1.0
1.63759077 21.84090042 21.63018799 21.72621918 22.32434654 0.4602742560137959 1.0
1.6412425 21.82694244 22.8692646 22.89227867 23.75411797 0.7232181932390239 1.0
1.340325 20.40089035 21.35528564 24.12693024 24.63916397 0.27400270708602026 1.0
1.39054358 21.60407829 21.50177956 21.18049622 19.86578369 0.3398038400086363 1.0
1.44491053 21.6022625 20.21526718 24.42383194 25.02242279 0.6752993076570744 1.0
1.78254271 19.68261528 19.585392 19.52924538 19.36848068 0.7156563213405367 1.0
1.32161438 21.94722557 22.06565666 21.87477684 21.46056557 0.5103222834868788 1.0
1.31841421 21.64638138 21.82193756 21.8178997 21.36525536 0.6391672848075794 1.0
1.47612095 20.83842087 20.99687004 20.7332325 20.31939316 0.6567744887177065 1.0
1.3536886 21.84064293 21.32487106 22.28744698 20.48191643 0.5009795517193972 1.0
1.29543912 20.77000809 21.16263199 20.36909866 18.88658142 0.16070419738894542 1.0
1.41117787 21.25540733 21.55399132 22.72143364 23.03683281 0.4980665521944234 1.0
1.97882915 21.79717445 22.13679123 21.69109726 21.32749367 0.4796017952010636 1.0
1.49691939 21.82496262 21.72636414 21.78879356 20.67679977 0.5852194051695344 1.0
1.8226229 21.94755554 22.35599327 21.77500916 20.41194534 0.45318158152960314 1.0
1.34373379 21.74438477 21.6329689 21.40600014 20.43654823 0.5922280267722034 1.0
1.2764951 21.90812874 21.9656601 22.08584213 20.8249836 0.5258584925721909 1.0
1.53087211 21.48618507 21.41858864 21.16736603 21.05753517 0.47708425926332415 1.0
1.30219984 20.63570213 20.72924614 20.42100143 20.01476479 0.5322328821381201 1.0
1.39260805 20.74450493 20.72716331 20.4909687 20.09922218 0.6452640903632312 1.0
1.42703986 21.53393555 21.66589165 21.51776886 21.16132164 0.6452165925710346 1.0
1.53396761 21.39788437 21.51743698 21.64258385 21.28994179 0.5169272352410106 1.0
1.30577731 20.5430584 19.96419144 19.72558594 19.58001328 0.42435480143056026 1.0
1.35369027 21.14646339 21.54999733 21.56090164 21.64405251 0.5693692178671114 1.0
1.60512459 19.9310379 19.49370003 19.37430573 19.48503304 0.6146058865582514 1.0
1.29695344 21.97211456 21.98107147 21.89585114 21.64991188 0.5852853458967737 1.0
1.32647634 21.87949753 21.82473755 21.9170742 21.55040932 0.4709920124656005 1.0
1.50897777 21.58065796 21.89235878 22.00544548 21.197258 0.6527210044173628 1.0
1.32802451 20.79866219 20.73621178 20.35297394 19.96978188 0.45972437480095685 1.0
1.4920249 21.45335007 21.64271927 21.2818718 21.32234192 0.5887528565619421 1.0
1.28966439 21.71743965 21.1826725 21.26725006 20.27920723 0.46477142932901805 1.0
1.28769982 21.77531433 21.80452728 21.87926674 21.53428841 0.40022353156198714 1.0
1.82303822 21.98847961 22.11618805 22.101017 21.84299088 0.5546630151297997 1.0
1.29193354 21.00970459 21.02482033 20.90596771 20.57170105 0.47703734527328134 1.0
1.29230833 21.8047657 21.93567276 21.78313637 20.88772774 0.7436565031010419 1.0
1.35204148 21.26862144 20.81259727 20.8967514 21.40394592 0.46490456535378366 1.0
1.28410757 20.78919601 20.58566856 19.61195564 18.9824276 0.5386580358352105 1.0
1.82640278 21.12248993 21.32598305 21.62494087 20.65246201 0.6833789671108275 1.0
1.58149457 21.99424171 22.53816032 21.74832535 22.01514626 0.6323096431360226 1.0
1.73614502 21.92424393 22.24768257 22.28136253 21.29094315 0.36895863317748484 1.0
1.84502232 21.73794556 21.72066116 21.87168121 21.44017982 0.5435049711330605 1.0
1.35887551 21.31612968 21.31532478 21.04912949 19.96847725 0.326714748250063 1.0
1.37781847 21.61731148 21.48230934 23.02108192 22.48589706 0.727843959618887 1.0
1.91428471 21.99938583 22.02142906 21.98376846 21.8119812 0.7257926644168473 1.0
1.68813801 21.14294815 22.00264931 22.29132652 21.86931419 0.7000493609673537 1.0
1.5790323 20.85291862 21.07719231 20.86375237 20.55448723 0.6375202956291044 1.0
1.46479046 20.9381752 20.96697426 20.57201958 20.29146004 0.6186869392875151 1.0
1.31723392 21.94954491 21.38529778 21.32119179 20.14806175 0.5227445798906641 1.0
1.46399128 21.95616722 21.99383736 24.47680092 21.60570145 0.6057229758113126 1.0
1.71184027 21.96225357 22.18089294 21.91402626 21.936306 0.30743895060260135 1.0
1.28017902 21.98357582 22.02932739 21.87336731 21.6201725 0.6007689946259722 1.0
1.59019625 21.62074661 21.78696632 21.74227905 21.29486847 0.7101120919759804 1.0
1.3575809 21.63568497 23.23862839 23.35750008 28.61969948 0.6548029849724301 1.0
1.4170419 21.69398117 21.73041344 21.48232269 20.63199997 0.24768087108517173 1.0
1.29932785 21.80403519 21.94739532 21.23952103 21.28351021 0.6613088456349255 1.0
1.31406534 21.95375252 22.11992264 22.25375557 20.69037247 0.6314368711373414 1.0
1.29307723 21.9864254 21.7837429 21.64677048 20.86667442 0.623594768883389 1.0
1.4512229 21.13329697 21.29561234 21.66643524 20.6582222 0.732353579030911 1.0
1.38016284 21.97799492 22.05774689 22.06943893 21.54088402 0.5129327801357739 1.0
1.56185925 21.81117058 21.98756409 21.68877411 21.62998962 0.631697645856074 1.0
1.61891341 21.66007042 21.82620811 21.5574894 20.21644211 0.5804498991515934 1.0
1.60474563 20.741745 20.73249817 21.00402641 20.19241524 0.5815554460556787 1.0
1.50096381 21.8734169 21.90929222 21.80776024 21.38493156 0.5197695022750157 1.0
1.28356838 21.74058151 21.53672791 21.06123543 21.13021278 0.3304099445967318 1.0
