exposure_time-g	exposure_time-r	exposure_time-z	magnitude_zero_point-g	magnitude_zero_point-r	magnitude_zero_point-z
76.0	40.0	250.0	31.30135	30.80621	32.364094
90.0	30.0	50.0	31.558893	30.46558	30.736935
90.0	150.0	150.0	31.581333	32.305973	31.813574
130.0	86.0	89.0	31.768635	31.572897	31.290632
60.0	90.0	90.0	30.857094	31.643219	31.382364
130.0	53.0	89.0	31.76384	30.927637	31.293816
123.0	51.0	91.0	31.732067	30.95765	31.35188
90.0	30.0	50.0	31.568485	30.564674	30.759605
90.0	43.0	134.0	31.565893	30.860222	31.872282
90.0	60.0	150.0	31.563099	31.27248	31.916134
90.0	46.0	114.0	31.362583	30.85663	31.579603
116.0	40.0	118.0	31.656166	30.697065	31.648237
90.0	100.0	90.0	31.589085	31.851467	31.242172
90.0	150.0	120.0	31.561737	30.873238	31.689785
90.0	31.0	118.0	31.565863	30.518063	31.731388
96.0	30.0	30.0	31.657242	30.542372	30.218937
30.0	30.0	30.0	30.32559	30.53237	30.11514
50.0	50.0	100.0	30.75051	30.969818	31.374535
90.0	90.0	93.0	31.471764	31.67605	31.435131
90.0	60.0	120.0	31.57021	31.274729	31.707317
90.0	30.0	90.0	31.407396	30.459332	31.281971
90.0	30.0	30.0	31.581371	30.464027	30.110767
90.0	41.0	120.0	31.568745	30.82223	31.551167
90.0	52.0	70.0	31.566235	31.181107	31.098246
90.0	41.0	90.0	31.583588	30.832039	31.253819
285.0	40.0	213.0	32.71433	30.709557	32.037262
90.0	61.0	90.0	31.482744	31.278833	31.387999
73.0	119.0	90.0	31.152899	31.933035	31.342674
89.0	40.0	80.0	31.297241	30.66355	31.146317
96.0	30.0	30.0	31.65777	30.561666	30.178669
60.0	60.0	113.0	31.09076	31.25666	31.703615
300.0	62.0	56.0	32.753803	31.312777	30.827446
100.0	150.0	62.0	31.61363	32.23168	30.93054
90.0	36.0	56.0	31.563618	30.659334	30.837645
90.0	30.0	140.0	31.561022	30.467236	31.952131
267.0	90.0	60.0	32.702625	31.67811	29.880716
125.0	100.0	282.0	31.9589	31.808187	32.17368
81.0	40.0	81.0	31.294323	30.699865	31.147514
90.0	90.0	154.0	31.428606	31.597227	31.905523
90.0	90.0	143.0	31.610296	31.660574	31.865765
30.0	30.0	90.0	30.365122	30.456934	31.331316
200.0	125.0	162.0	32.25974	31.975798	32.029488
90.0	30.0	67.0	30.941093	30.497608	31.00678
285.0	86.0	177.0	32.694145	31.574759	31.829876
90.0	90.0	90.0	31.519754	31.708715	31.355177
90.0	100.0	90.0	31.583296	31.820972	31.369682
90.0	30.0	60.0	31.58392	30.46725	30.891571
285.0	175.0	250.0	32.697563	32.213524	32.454887
90.0	30.0	135.0	31.554146	30.482908	31.742039
90.0	40.0	180.0	31.604198	30.684479	31.647667
90.0	120.0	104.0	31.52191	31.89618	31.497482
210.0	210.0	30.0	32.45824	32.617912	30.155716
90.0	90.0	49.0	31.436174	31.701914	30.654116
90.0	90.0	90.0	31.480368	31.684296	31.376257
164.0	40.0	95.0	32.056595	30.796776	31.323765
90.0	41.0	60.0	31.584105	30.822172	30.802044
90.0	50.0	120.0	31.550823	31.141834	31.692081
100.0	100.0	155.0	31.584879	31.827944	32.050476
130.0	100.0	80.0	31.77029	31.704754	31.144356
50.0	90.0	90.0	30.984623	31.60549	31.374607
90.0	100.0	90.0	31.534191	31.826147	31.404076
96.0	30.0	30.0	31.53696	30.57889	30.087212
90.0	30.0	270.0	31.5514	30.573385	32.54988
90.0	100.0	50.0	31.499935	31.890543	30.7388
90.0	41.0	65.0	31.541622	30.829147	31.149208
300.0	30.0	56.0	32.75017	30.516869	30.82852
100.0	210.0	50.0	31.614323	32.578712	30.740435
90.0	88.0	95.0	31.490623	31.673111	31.370838
90.0	30.0	30.0	31.56599	30.434418	30.100508
125.0	99.0	185.0	31.817669	31.746515	32.061752
90.0	30.0	63.0	31.57471	30.493713	30.942736
175.0	175.0	113.0	32.126534	31.5193	31.583488
96.0	30.0	30.0	31.66692	30.558159	30.190798
90.0	100.0	70.0	31.623692	31.80447	31.098001
90.0	31.0	56.0	31.571562	30.565258	30.827583
108.0	70.0	80.0	31.747774	31.314842	31.219088
90.0	83.0	199.0	31.5521	31.665667	32.25249
90.0	90.0	90.0	31.571844	31.608477	31.389923
96.0	30.0	30.0	31.682941	30.571482	30.175354
90.0	30.0	94.0	31.561544	30.526031	31.418003
120.0	85.0	80.0	31.74526	31.631554	31.22351
90.0	30.0	240.0	31.560184	30.542149	32.515537
120.0	30.0	30.0	31.759882	30.498596	30.197535
180.0	30.0	50.0	32.167862	30.465302	30.744766
96.0	30.0	30.0	31.70225	30.566532	30.16046
300.0	150.0	90.0	32.793686	32.196346	31.383238
96.0	30.0	30.0	31.678522	30.57147	30.16977
90.0	30.0	56.0	31.587297	30.541473	30.859774
100.0	210.0	120.0	31.619808	32.58773	31.65789
90.0	60.0	75.0	31.549416	31.286161	31.088572
96.0	30.0	30.0	31.691113	30.55767	30.214941
40.0	100.0	90.0	30.658323	31.797318	31.370646
71.0	125.0	80.0	31.212168	32.006172	31.121643
90.0	100.0	100.0	31.594683	31.784464	31.585424
100.0	150.0	114.0	31.600117	32.225346	31.721525
173.0	41.0	80.0	32.204243	30.727844	31.162157
90.0	37.0	135.0	31.40719	30.749516	31.741327
90.0	50.0	200.0	31.529537	31.143349	32.177757
200.0	125.0	75.0	32.30731	31.998056	31.120754
90.0	100.0	50.0	31.504387	31.884506	30.735008
90.0	50.0	70.0	31.591856	31.136099	31.115934
60.0	72.0	174.0	31.042858	31.439661	32.13714
90.0	31.0	56.0	31.554977	30.486885	30.836212
110.0	70.0	80.0	31.631618	31.315687	31.203135
90.0	90.0	150.0	31.502907	31.211119	31.934464
100.0	120.0	70.0	31.582146	31.982435	31.110813
50.0	50.0	150.0	30.846113	31.0175	31.80139
250.0	250.0	51.0	32.526943	32.7463	30.73627
120.0	250.0	240.0	31.828083	32.811	32.47656
300.0	300.0	80.0	32.613693	32.915882	31.18927
300.0	150.0	90.0	32.788082	32.195393	31.355373
90.0	90.0	162.0	31.355473	31.692177	31.927
60.0	30.0	70.0	31.072548	30.532228	31.110382
96.0	30.0	30.0	31.58891	30.518719	30.246159
90.0	30.0	62.0	31.591713	30.584414	30.96045
100.0	100.0	90.0	31.596724	31.845226	31.348333
90.0	90.0	60.0	31.486221	31.65874	30.993664
100.0	120.0	62.0	31.554386	31.982323	30.979084
90.0	41.0	120.0	31.583477	30.819107	31.549828
96.0	30.0	30.0	31.696787	30.564217	30.200153
90.0	30.0	90.0	31.568958	30.435026	31.24215
83.0	40.0	100.0	31.290138	30.808216	31.528625
100.0	300.0	120.0	31.581633	32.953007	31.627413
70.0	41.0	80.0	31.169064	30.802904	31.16231
100.0	30.0	90.0	31.607445	30.551498	31.371271
174.0	42.0	80.0	32.24945	30.76231	31.151329
90.0	300.0	50.0	31.555065	32.922894	30.752472
90.0	90.0	41.0	31.480005	31.669542	30.493383
96.0	30.0	120.0	31.675316	30.562521	31.588772
90.0	100.0	50.0	31.562418	31.837147	30.703299
90.0	100.0	30.0	31.614344	31.502476	30.292053
90.0	92.0	75.0	31.415419	31.730156	31.138939
113.0	41.0	91.0	31.62276	30.730461	30.932913
90.0	31.0	90.0	31.558144	30.502985	31.241928
100.0	150.0	90.0	31.605267	32.23687	31.3346
90.0	100.0	50.0	31.562485	31.797754	30.761805
267.0	267.0	267.0	32.655045	32.823235	32.533546
240.0	180.0	90.0	32.45457	32.366016	31.380407
90.0	30.0	50.0	31.565952	30.584057	30.75516
130.0	86.0	80.0	31.779629	31.572441	31.17929
82.0	175.0	250.0	31.33593	32.22448	32.329887
90.0	30.0	80.0	31.57166	30.47086	31.17878
267.0	60.0	60.0	32.77564	31.314478	30.93125
90.0	150.0	40.0	31.501211	32.250755	30.483404
90.0	90.0	120.0	31.530125	31.708124	31.60842
100.0	100.0	62.0	31.582012	31.822996	30.959965
96.0	30.0	30.0	31.602457	30.561096	30.189596
90.0	30.0	82.0	31.54792	30.471008	31.210598
90.0	30.0	80.0	31.452969	30.471302	31.141714
90.0	100.0	90.0	31.570724	31.861757	31.358637
250.0	250.0	40.0	32.697376	32.7214	30.424318
90.0	30.0	56.0	31.57394	30.526669	30.858278
65.0	60.0	137.0	31.133636	31.23492	31.70541
300.0	150.0	90.0	32.77984	32.197693	31.338037
100.0	150.0	90.0	31.632727	32.179214	31.304398
90.0	30.0	59.0	31.559298	30.462132	30.870226
90.0	90.0	90.0	31.48689	31.672716	31.34762
90.0	35.0	94.0	31.552124	30.678858	31.372574
101.0	44.0	80.0	31.423584	30.763823	31.232931
250.0	250.0	75.0	32.54751	32.762077	31.146677
90.0	90.0	90.0	31.431293	31.618513	31.076248
90.0	30.0	50.0	31.55887	30.46558	30.736488
144.0	105.0	240.0	31.960424	31.753647	32.438095
90.0	61.0	94.0	31.567629	31.256094	31.411737
100.0	150.0	70.0	31.591625	32.30515	31.099443
90.0	90.0	90.0	31.46781	31.664648	31.313177
90.0	90.0	60.0	31.474503	31.676014	30.93992
90.0	50.0	86.0	31.604122	31.094513	31.360144
45.0	90.0	71.0	30.5179	31.60712	31.091597
96.0	30.0	30.0	31.69665	30.574047	30.162926
90.0	120.0	50.0	31.560188	31.909931	30.736317
90.0	30.0	76.0	31.454063	30.4679	31.147247
96.0	30.0	30.0	31.682228	30.573553	30.191946
90.0	90.0	90.0	31.49669	31.609364	31.374767
82.0	40.0	131.0	31.23777	30.661722	31.578867
118.0	40.0	80.0	31.573473	30.663784	31.165817
90.0	30.0	82.0	31.569218	30.467548	31.251877
116.0	86.0	85.0	31.791801	31.572199	31.249727
115.0	60.0	120.0	31.702845	31.288109	31.627844
136.0	46.0	114.0	31.815784	30.953045	31.585293
73.0	59.0	159.0	31.271713	31.225014	31.959406
300.0	62.0	56.0	32.756096	31.308115	30.826248
200.0	200.0	160.0	32.36303	32.556293	32.024414
90.0	90.0	83.0	31.523289	31.696718	31.253853
90.0	90.0	60.0	31.530956	31.699553	30.9425
50.0	150.0	150.0	30.847342	32.170895	31.804678
90.0	30.0	120.0	31.58635	30.445118	31.54427
96.0	30.0	30.0	31.682276	30.568768	30.22829
96.0	30.0	80.0	31.665089	30.567373	31.181494
90.0	30.0	90.0	31.408714	30.424753	31.391636
90.0	90.0	90.0	31.407457	31.61747	31.347723
90.0	37.0	56.0	31.568853	30.707426	30.84303
111.0	57.0	80.0	31.688135	31.194262	31.168959
90.0	62.0	120.0	31.520412	31.257383	31.58761
90.0	30.0	82.0	31.555492	30.461334	31.221853
90.0	30.0	90.0	31.401617	30.5369	31.097046
96.0	30.0	30.0	31.673855	30.57321	30.095968
267.0	267.0	333.0	32.748318	32.89022	32.78716
90.0	90.0	60.0	31.492317	31.672733	30.899584
90.0	30.0	83.0	31.572578	30.447788	31.24889
120.0	30.0	30.0	31.72619	30.569794	30.266045
60.0	150.0	147.0	31.088245	32.215984	31.68295
90.0	200.0	113.0	31.510195	32.49435	31.605156
90.0	120.0	82.0	31.553738	31.914707	31.221107
90.0	90.0	60.0	31.547096	31.675318	30.979597
151.0	77.0	119.0	31.91954	31.411764	31.691614
90.0	90.0	90.0	31.662699	31.691912	31.189379
90.0	71.0	90.0	31.423693	31.463905	31.300243
90.0	90.0	119.0	31.611513	31.665762	31.688787
80.0	161.0	184.0	31.207067	32.336617	32.031773
90.0	90.0	120.0	31.491863	31.680412	31.585133
90.0	30.0	94.0	31.567461	30.471489	31.41415
90.0	30.0	56.0	31.559824	30.514957	30.840982
96.0	30.0	30.0	31.6783	30.559092	30.18912
90.0	40.0	90.0	31.646273	30.881702	31.121664
50.0	50.0	100.0	30.754154	30.992136	31.360718
90.0	62.0	60.0	31.555435	31.29177	30.91361
45.0	150.0	90.0	30.637014	32.23424	31.23283
85.0	85.0	85.0	31.524563	31.674404	31.288435
285.0	257.0	117.0	32.70466	32.71486	31.45545
90.0	30.0	60.0	31.589031	30.468933	30.790195
90.0	90.0	90.0	31.344677	31.607386	31.36369
60.0	100.0	90.0	30.910278	31.697351	31.342623
90.0	64.0	56.0	31.560104	31.292824	30.840975
300.0	60.0	70.0	32.856876	31.26294	31.099842
86.0	100.0	80.0	31.431686	31.696516	31.122753
90.0	110.0	90.0	31.434092	31.830307	31.384323
90.0	150.0	60.0	31.635696	32.22649	30.59848
87.0	92.0	215.0	31.267164	31.713734	32.319057
120.0	120.0	157.0	31.692915	31.928112	31.937862
90.0	30.0	113.0	31.556828	30.440363	31.533478
240.0	180.0	90.0	32.455288	32.335957	31.306372
90.0	30.0	69.0	31.537086	30.44278	30.926807
90.0	30.0	56.0	31.560226	30.526905	30.847809
90.0	120.0	118.0	31.629978	31.990185	31.761013
90.0	40.0	90.0	31.536892	30.80219	31.372637
100.0	120.0	120.0	31.58435	31.989021	31.600073
90.0	30.0	150.0	31.537292	30.582148	31.92092
90.0	37.0	79.0	30.873047	30.75167	31.12707
90.0	90.0	90.0	31.415165	31.580166	31.27955
90.0	90.0	90.0	31.48305	31.660452	31.29442
101.0	84.0	70.0	31.600494	31.576984	31.107462
90.0	72.0	126.0	31.424145	31.425295	31.651623
86.0	86.0	80.0	31.438103	31.5667	31.178333
90.0	90.0	90.0	31.475603	31.660019	31.373932
96.0	30.0	30.0	31.647013	30.550749	30.209517
90.0	32.0	59.0	31.555403	30.537312	30.865635
84.0	70.0	200.0	31.418148	31.389315	32.231377
107.0	44.0	117.0	31.541979	30.806389	31.56741
300.0	150.0	118.0	32.904324	32.28661	31.578125
300.0	170.0	114.0	32.77722	32.41761	31.527077
90.0	90.0	90.0	31.43737	31.617401	31.34105
90.0	81.0	193.0	31.547716	31.53951	32.22638
90.0	72.0	80.0	31.539104	31.363022	31.163586
100.0	30.0	70.0	31.61462	30.58756	31.089247
90.0	30.0	58.0	31.558712	30.462896	30.826963
117.0	125.0	100.0	31.759558	32.047478	31.516405
300.0	30.0	87.0	32.753265	30.518866	31.286377
90.0	90.0	140.0	31.559002	31.63894	31.86561
300.0	41.0	91.0	32.934097	30.719563	30.959888
90.0	90.0	30.0	31.418068	31.66667	30.192575
96.0	50.0	30.0	31.519485	30.985106	30.090769
123.0	40.0	118.0	31.667374	30.712885	31.64376
100.0	150.0	90.0	31.6069	32.219593	31.367924
267.0	90.0	61.0	32.63558	31.667215	30.943317
90.0	47.0	55.0	31.561934	31.07418	30.780746
96.0	30.0	30.0	31.659954	30.54842	30.223045
73.0	119.0	90.0	31.167715	31.91259	31.33223
267.0	267.0	333.0	32.73644	32.83575	32.796787
96.0	30.0	30.0	31.68445	30.567398	30.17323
90.0	150.0	74.0	31.580742	31.953342	31.26474
240.0	180.0	90.0	32.454365	32.371048	31.287163
79.0	40.0	80.0	31.176846	30.705677	31.128342
90.0	90.0	40.0	31.430428	31.60968	30.43277
96.0	50.0	30.0	31.53037	30.988003	30.140514
285.0	86.0	80.0	32.715496	31.574139	31.142925
175.0	91.0	116.0	32.100174	31.703163	31.523441
90.0	56.0	120.0	31.412493	31.164549	31.661095
103.0	51.0	100.0	31.520836	30.972588	31.483065
80.0	60.0	72.0	31.469921	31.270058	31.111023
267.0	60.0	60.0	32.671574	31.313004	30.942724
100.0	84.0	121.0	31.576593	31.573408	31.708849
90.0	100.0	50.0	31.549118	31.867231	30.764193
86.0	86.0	130.0	31.441925	31.570545	31.750122
90.0	80.0	282.0	31.557991	31.60107	32.607105
350.0	350.0	108.0	33.020153	33.17014	31.566507
38.0	40.0	94.0	30.633057	30.796904	31.391167
120.0	120.0	190.0	31.716274	31.931355	32.092316
90.0	150.0	40.0	31.615707	32.247387	30.48208
108.0	50.0	187.0	31.620823	31.130865	32.05652
174.0	40.0	80.0	32.251354	30.713068	31.159323
90.0	48.0	56.0	31.583332	31.094284	30.852415
90.0	30.0	107.0	31.575594	30.544392	31.523708
90.0	90.0	90.0	31.49894	31.605776	31.371038
90.0	90.0	90.0	31.519241	31.700815	31.355433
100.0	100.0	30.0	31.573774	31.767776	30.162918
90.0	31.0	56.0	31.555733	30.515026	30.84846
87.0	40.0	185.0	31.475819	30.702524	32.103844
90.0	90.0	106.0	31.43214	31.617643	31.514364
90.0	40.0	30.0	31.636126	30.698372	30.013498
134.0	46.0	86.0	32.01324	30.858675	31.304817
90.0	62.0	120.0	31.420942	31.26754	31.656342
100.0	120.0	90.0	31.602291	32.004116	31.354584
300.0	150.0	60.0	32.869614	32.297493	30.920622
90.0	90.0	90.0	31.24776	31.605501	31.36186
63.01	150.0	90.0	31.05796	32.221268	31.31019
90.0	100.0	62.0	31.5803	31.818342	30.962194
117.0	43.0	104.0	31.572577	30.751514	31.51426
40.0	150.0	135.0	30.621292	32.230663	31.816254
90.0	73.0	60.0	31.393843	31.42591	30.843988
90.0	30.0	50.0	31.56033	30.444057	30.730732
90.0	30.0	188.0	31.582235	30.497505	32.235073
240.0	100.0	90.0	32.461323	31.84227	31.291706
96.0	30.0	30.0	31.667439	30.574783	30.216917
90.0	150.0	60.0	31.646751	32.196068	30.510763
56.0	40.0	100.0	30.867447	30.69579	31.36473
90.0	90.0	117.0	31.573614	31.647337	31.672049
80.0	40.0	118.0	31.264833	30.70935	31.619434
90.0	30.0	90.0	31.562792	30.47153	31.247643
90.0	37.0	98.0	31.556175	30.752998	31.447678
90.0	30.0	94.0	31.588333	30.535297	31.402672
80.0	40.0	89.0	31.246334	30.700039	31.310211
103.0	40.0	67.0	31.644352	30.680332	30.985271
100.0	50.0	30.0	31.640348	30.993835	30.2514
102.0	40.0	130.0	31.427925	30.650782	31.622047
56.0	98.0	100.0	31.022474	31.735424	31.533167
63.01	150.0	114.0	31.056822	32.31467	31.630375
90.0	90.0	99.0	31.46681	31.672512	31.470068
100.0	150.0	50.0	31.605286	32.224777	30.739614
90.0	163.0	179.0	31.524546	32.388306	32.144722
90.0	62.0	94.0	31.548883	31.198483	31.328829
90.0	100.0	90.0	31.4007	31.818434	31.285355
90.0	120.0	96.0	31.49558	31.341255	31.35873
100.0	150.0	70.0	31.591064	32.235867	31.090813
30.0	200.0	67.0	30.351223	32.165405	31.034058
86.0	86.0	80.0	31.441158	31.564026	31.177975
96.0	30.0	30.0	31.615143	30.495884	30.179892
90.0	150.0	90.0	31.544481	32.233486	31.35904
90.0	90.0	90.0	31.615534	31.648718	31.400942
100.0	30.0	90.0	31.603338	30.535519	31.383635
90.0	120.0	55.0	31.565857	31.918156	30.803637
90.0	90.0	121.0	31.535288	31.702845	31.60328
90.0	100.0	90.0	31.408377	31.830177	31.299503
96.0	30.0	30.0	31.669214	30.579113	30.212368
90.0	50.0	86.0	31.61268	31.095617	31.360725
90.0	56.0	150.0	31.375755	31.148798	31.92926
90.0	90.0	90.0	31.664257	31.698614	31.22434
100.0	150.0	90.0	31.60746	32.214622	31.342426
90.0	30.0	90.0	31.41003	30.468367	31.35886
116.0	44.0	112.0	31.611357	30.800936	31.505377
90.0	90.0	65.0	31.384953	31.602505	31.025877
98.0	40.0	80.0	31.480776	30.708506	31.174274
96.0	60.0	104.0	31.453133	31.271542	31.494083
146.0	167.0	300.0	31.8074	32.33792	32.598976
90.0	44.0	61.0	31.561502	30.922585	30.921963
90.0	90.0	143.0	31.42651	31.612177	31.846684
40.0	40.0	90.0	30.639315	30.83019	31.36548
90.0	50.0	157.0	31.565052	31.138468	31.881084
90.0	30.0	158.0	31.526855	30.508448	32.016743
90.0	90.0	98.0	31.49756	31.606567	31.423218
63.01	95.01	115.0	31.064901	31.726511	31.646143
60.0	90.0	119.0	31.027891	31.670113	31.664898
90.0	90.0	90.0	31.439386	31.610296	31.390575
90.0	30.0	59.0	31.552273	30.469051	30.871923
90.0	50.0	80.0	31.425095	30.963177	31.14495
285.0	66.0	125.0	32.710632	31.19511	31.5318
90.0	31.0	56.0	31.565262	30.562769	30.833199
90.0	38.0	111.0	30.278013	30.722214	31.552511
58.0	180.0	90.0	30.901194	32.370804	31.29063
90.0	90.0	90.0	31.494606	31.681131	31.387749
267.0	150.0	60.0	32.7627	32.32096	30.927055
300.0	62.0	56.0	32.748383	31.310375	30.830515
90.0	33.0	150.0	31.558237	30.654907	31.929333
300.0	84.0	90.0	32.78462	31.618523	31.353907
90.0	100.0	123.0	31.557192	31.814972	31.731634
86.0	200.0	116.0	31.441784	32.634094	31.44318
267.0	267.0	333.0	32.67028	32.888344	32.803986
40.0	40.0	90.0	30.647833	30.825623	31.376263
40.0	82.0	90.0	30.617441	31.564102	31.362871
90.0	93.0	120.0	31.561462	31.815182	31.68541
90.0	100.0	50.0	31.601854	31.80571	30.749075
100.0	100.0	100.0	31.615683	31.807001	31.49145
90.0	71.0	143.0	31.551212	31.488794	31.90998
90.0	90.0	143.0	31.419373	31.613655	31.8456
267.0	90.0	60.0	32.720062	31.60353	30.959316
90.0	30.0	94.0	31.5694	30.524124	31.416529
64.0	59.0	163.0	31.126411	31.216002	31.959902
84.0	49.0	119.0	31.226173	30.931503	31.652264
285.0	51.0	184.0	32.683388	30.964752	32.13063
100.0	100.0	113.0	31.613262	31.81402	31.70853
100.0	100.0	120.0	31.579165	31.819721	31.621077
96.0	30.0	30.0	31.665154	30.555359	30.160995
100.0	100.0	176.0	31.615946	31.829681	32.198616
90.0	100.0	70.0	31.61173	31.805374	31.116655
83.0	40.0	100.0	31.289608	30.804054	31.522259
90.0	40.0	150.0	31.568373	30.832027	31.80607
90.0	90.0	90.0	31.54084	31.609505	31.389687
111.0	180.0	183.0	31.6347	32.411343	32.119217
100.0	100.0	140.0	31.621405	31.795332	31.852592
80.0	90.0	101.0	31.242172	31.635292	31.44147
90.0	100.0	62.0	31.57958	31.819263	30.984945
90.0	150.0	90.0	31.516502	32.217606	31.340818
130.0	100.0	80.0	31.782843	31.697868	31.188286
108.0	40.0	90.0	31.473953	30.642298	31.276352
35.0	60.0	74.0	30.322584	31.27594	31.11419
96.0	30.0	30.0	31.689537	30.576525	30.237246
90.0	55.0	90.0	30.82949	31.04758	31.273584
90.0	30.0	56.0	31.548038	30.528309	30.84108
100.0	210.0	90.0	31.610926	32.588383	31.309877
60.0	150.0	90.0	30.853819	32.141254	31.374228
90.0	40.0	120.0	31.516367	30.801878	31.665846
86.0	86.0	85.0	31.442875	31.568981	31.247719
90.0	64.0	93.0	30.648836	31.305052	31.36564
175.0	49.0	250.0	32.168568	30.87701	32.43683
90.0	35.0	70.0	31.374163	30.60812	31.01844
100.0	120.0	90.0	31.596533	32.007008	31.363676
96.0	120.0	30.0	31.6867	31.963192	30.171644
90.0	150.0	60.0	31.628534	32.194145	30.4814
40.0	40.0	100.0	30.601324	30.8058	31.513802
90.0	30.0	70.0	31.577477	30.538464	31.108032
90.0	150.0	121.0	31.578897	32.299877	31.714024
100.0	120.0	120.0	31.612879	31.93167	31.657679
69.0	66.0	80.0	31.231302	31.359999	31.221788
117.0	40.0	124.0	31.577217	30.663486	31.506836
90.0	30.0	164.0	31.570993	30.43589	31.998175
90.0	46.0	156.0	31.610588	30.987331	31.928188
100.0	150.0	73.0	31.587368	32.30249	31.206465
300.0	170.0	94.0	32.535805	32.433304	31.497911
96.0	30.0	30.0	31.69789	30.592335	30.293032
267.0	100.0	333.0	32.600777	31.805216	32.685406
250.0	108.0	80.0	32.61248	31.914097	31.297256
90.0	90.0	90.0	31.437992	31.621141	31.3766
90.0	90.0	78.0	31.53018	31.697268	31.174353
90.0	41.0	180.0	31.569996	30.925867	31.854734
90.0	30.0	58.0	31.57871	30.469103	30.874088
96.0	70.0	30.0	31.703966	31.294632	30.253508
90.0	90.0	129.0	31.62904	31.655594	31.76413
100.0	100.0	40.0	31.56897	31.804031	30.48654
267.0	60.0	333.0	32.58072	31.200548	32.80385
69.0	100.0	90.0	31.015182	31.656069	31.309544
90.0	48.0	94.0	31.565977	31.036194	31.403618
94.0	54.0	100.0	31.434109	31.030792	31.499731
90.0	55.0	70.0	31.546106	31.245821	31.072891
100.0	100.0	90.0	31.600302	31.82768	31.371574
60.0	90.0	80.0	30.853537	31.636087	31.26172
90.0	90.0	167.0	31.464405	31.650866	32.07058
90.0	90.0	90.0	31.416971	31.608992	31.308598
110.0	55.0	198.0	31.534224	31.057934	32.164658
90.0	35.0	90.0	31.405478	30.707003	31.304018
70.0	88.0	80.0	31.174585	31.611355	31.245525
96.0	30.0	30.0	31.624569	30.533438	30.194632
90.0	30.0	56.0	31.5503	30.528736	30.83193
175.0	56.0	80.0	32.020737	31.076962	31.256474
90.0	100.0	109.0	31.616938	31.767418	31.536964
100.0	210.0	169.0	31.614933	32.6017	32.15316
86.0	200.0	80.0	31.445946	32.48346	31.112469
149.0	56.0	80.0	31.778933	31.043728	31.16589
90.0	30.0	56.0	31.55704	30.522896	30.84475
90.0	31.0	56.0	31.563627	30.519918	30.825006
90.0	90.0	108.0	31.4412	31.608986	31.545933
40.0	150.0	90.0	30.65963	32.205467	31.327517
100.0	210.0	120.0	31.61529	32.597553	31.65608
90.0	150.0	90.0	31.55995	32.24809	31.367092
111.0	180.0	105.0	31.625582	32.40019	31.505932
90.0	150.0	90.0	31.643253	32.216057	31.377121
40.0	40.0	90.0	30.612604	30.809504	31.396816
200.0	161.0	184.0	32.378258	32.33315	32.035263
90.0	150.0	90.0	31.568024	32.237152	31.246788
90.0	53.0	100.0	31.317978	30.914057	31.2729
90.0	100.0	40.0	31.558533	31.869654	30.549833
90.0	49.0	56.0	31.556805	31.114275	30.842325
90.0	150.0	70.0	31.592037	31.212997	31.106174
96.0	70.0	30.0	31.70959	31.279034	30.260904
118.0	89.0	87.0	31.860306	31.61689	31.353354
90.0	31.0	56.0	31.56882	30.55823	30.829323
120.0	30.0	30.0	31.802725	30.465124	30.14478
82.0	55.0	88.0	31.24852	31.020514	31.275902
90.0	90.0	90.0	31.392336	31.692356	31.295216
40.0	100.0	90.0	30.662853	31.81371	31.376743
90.0	90.0	90.0	31.39485	31.626333	31.38282
90.0	90.0	90.0	31.516893	31.705893	31.349365
90.0	30.0	120.0	31.407133	30.486523	31.599844
90.0	31.0	50.0	31.566227	30.508724	30.729612
120.0	120.0	200.0	31.715603	31.928263	32.23537
90.0	100.0	70.0	31.60242	31.82792	31.133265
90.0	50.0	120.0	31.560266	31.139725	31.686157
90.0	90.0	70.0	31.509018	31.694094	31.051191
100.0	120.0	120.0	31.582626	31.988863	31.612856
96.0	30.0	30.0	31.677473	30.568758	30.188221
90.0	31.0	49.0	31.555286	30.51112	30.700169
40.0	40.0	171.0	30.642454	30.823702	32.062027
90.0	61.0	94.0	31.560678	31.253073	31.417313
90.0	62.0	120.0	31.520412	31.257383	31.58761
90.0	53.0	234.0	31.56928	31.147057	32.429024
90.0	60.0	120.0	31.56792	31.262121	31.698204
90.0	90.0	41.0	31.367254	31.698746	30.48184
90.0	90.0	72.0	31.42519	31.685045	31.067232
90.0	90.0	54.0	31.424637	31.614777	30.685087
300.0	350.0	150.0	32.861115	33.166405	31.945982
120.0	120.0	30.0	31.754364	31.969383	30.164307
90.0	100.0	91.0	31.57761	31.813257	31.326092
90.0	90.0	158.0	31.515759	31.69023	31.905037
90.0	90.0	66.0	31.48774	31.670195	31.040369
97.0	82.0	215.0	31.551163	31.547464	32.32846
96.0	30.0	30.0	31.68229	30.573042	30.216871
63.01	95.01	90.0	31.08024	31.700525	31.30547
90.0	150.0	139.0	31.620525	32.221924	31.8619
86.0	86.0	80.0	31.430374	31.572693	31.143057
90.0	30.0	90.0	31.634356	30.611744	31.42154
86.0	86.0	93.0	31.440098	31.569443	31.354195
90.0	44.0	70.0	31.565098	30.933218	31.07657
103.0	90.0	87.0	31.494759	31.679056	31.277584
100.0	100.0	74.0	31.601591	31.808743	31.25688
90.0	90.0	41.0	31.48311	31.663698	30.501394
90.0	49.0	56.0	31.559511	31.034714	30.83173
90.0	30.0	90.0	30.899483	30.471046	31.238503
