exposure_time-g	exposure_time-r	exposure_time-z	magnitude_zero_point-g	magnitude_zero_point-r	magnitude_zero_point-z
96.0	50.0	30.0	31.440792	30.998703	30.12572
90.0	30.0	99.0	31.59364	30.545033	31.470387
122.0	70.0	148.0	31.730957	31.431599	31.775051
90.0	30.0	67.0	31.578218	30.52958	31.160822
90.0	30.0	64.0	31.55965	30.44187	30.853758
90.0	90.0	90.0	31.445818	31.60958	31.379978
90.0	33.0	70.0	31.579796	30.621622	31.076815
100.0	210.0	90.0	31.616856	32.59679	31.388388
90.0	150.0	90.0	31.554874	32.23436	31.233236
136.0	46.0	116.0	31.816269	30.956297	31.61373
60.0	100.0	119.0	31.07306	31.797895	31.122087
90.0	30.0	90.0	31.615929	30.551178	31.38366
160.0	72.0	80.0	32.13529	31.363758	31.171247
90.0	32.0	70.0	31.376474	30.50958	31.024298
100.0	120.0	90.0	31.6162	31.996393	31.37311
267.0	267.0	139.0	32.667576	32.8444	31.847086
90.0	100.0	90.0	31.435228	31.689531	31.305346
96.0	30.0	120.0	31.680899	30.577246	31.667751
90.0	150.0	90.0	31.574768	32.212906	31.366138
96.0	30.0	30.0	31.690302	30.597187	30.320248
151.0	86.0	80.0	31.87352	31.565876	31.128029
116.0	40.0	80.0	31.658068	30.69402	31.153883
90.0	90.0	90.0	31.472902	31.662767	31.309233
200.0	30.0	240.0	32.38356	30.435547	32.45788
90.0	90.0	90.0	31.555298	31.600779	31.382244
90.0	30.0	83.0	31.517305	30.475243	31.255526
90.0	100.0	62.0	31.59726	31.81675	30.965994
267.0	267.0	90.0	32.626892	32.832115	31.303837
90.0	30.0	76.0	31.56647	30.468525	31.13153
95.0	65.0	250.0	31.607496	31.357328	32.45198
90.0	150.0	124.0	31.562103	32.308693	31.796074
60.0	100.0	90.0	30.91209	31.688917	31.298447
90.0	90.0	90.0	31.39829	31.624262	31.392252
90.0	30.0	66.0	31.562965	30.467737	30.9813
96.0	85.0	183.0	31.45168	31.638863	32.095306
90.0	30.0	60.0	31.59554	30.436434	30.80551
90.0	40.0	80.0	31.322926	30.658855	31.214216
86.0	76.0	118.0	31.27436	31.470676	31.470222
285.0	175.0	250.0	32.700726	32.221725	32.45851
101.0	44.0	120.0	31.440376	30.765053	31.599932
90.0	90.0	70.0	31.500656	31.6697	31.054262
135.0	40.0	100.0	31.824104	30.73285	31.509037
90.0	90.0	83.0	31.423132	31.690414	31.240774
86.0	86.0	118.0	31.441353	31.575933	31.418968
90.0	90.0	90.0	31.420778	31.689817	31.358925
86.0	86.0	117.0	31.434437	31.569424	31.418648
60.0	100.0	119.0	31.033108	31.82041	31.672354
90.0	150.0	119.0	31.473505	32.205112	31.712502
90.0	94.0	90.0	31.40497	31.661154	31.293541
90.0	100.0	91.0	31.571636	31.814304	31.322475
90.0	90.0	90.0	31.444248	31.603836	31.379864
267.0	100.0	146.0	32.61362	31.799152	31.910782
90.0	90.0	90.0	31.512812	31.699293	31.330412
96.0	50.0	30.0	31.531382	30.966671	30.09461
90.0	94.0	90.0	31.408228	31.66725	31.302628
90.0	72.0	90.0	31.402369	31.416807	31.286472
90.0	62.0	60.0	31.548853	31.29268	30.91281
96.0	50.0	30.0	31.568645	30.989809	30.193176
96.0	50.0	30.0	31.53187	30.948606	30.079536
200.0	200.0	60.0	32.444695	32.595146	30.995535
90.0	90.0	225.0	31.481098	31.651653	32.203045
90.0	100.0	90.0	31.580257	31.842655	31.368595
100.0	100.0	40.0	31.552942	31.801981	30.493689
92.0	40.0	80.0	31.327295	30.659609	31.219656
90.0	57.0	30.0	31.393284	31.195137	30.123188
90.0	30.0	50.0	31.569895	30.589474	30.764013
60.0	100.0	129.0	31.014194	31.819475	31.754366
96.0	30.0	30.0	31.669716	30.563185	30.213266
122.0	40.0	148.0	31.731232	30.673035	31.782564
60.0	60.0	120.0	30.893562	31.264593	31.701078
151.0	64.0	100.0	31.922997	31.28592	31.504889
90.0	62.0	63.0	31.559502	31.208952	30.952847
90.0	40.0	180.0	31.60557	30.68338	31.640415
172.0	40.0	80.0	32.07892	30.779	31.245565
90.0	60.0	56.0	31.578869	31.316952	30.841362
99.0	83.0	150.0	31.557549	31.562693	31.63737
100.0	210.0	90.0	31.619762	32.590363	31.2916
90.0	30.0	90.0	31.642925	30.52894	31.38612
90.0	125.0	56.0	31.54864	31.991722	30.839643
60.0	71.0	90.0	31.101002	31.44764	31.224432
160.0	150.0	250.0	32.13819	32.341755	32.36805
96.0	175.0	117.0	31.497265	31.568554	31.627316
90.0	150.0	90.0	31.578037	32.226746	31.237257
123.0	100.0	30.0	31.702618	31.767626	30.211287
174.0	72.0	80.0	32.269283	31.355331	31.174124
90.0	90.0	30.0	31.478956	31.669395	30.143305
96.0	50.0	30.0	31.516619	30.983473	30.08539
90.0	150.0	90.0	31.587288	32.237175	31.222881
96.0	30.0	30.0	31.673548	30.549122	30.216671
76.0	46.0	116.0	31.328468	30.920313	31.614641
100.0	150.0	165.0	31.609734	32.21272	32.036217
100.0	120.0	120.0	31.596773	31.931456	31.658266
90.0	100.0	90.0	31.438772	31.670118	31.373903
90.0	39.0	150.0	31.555075	30.805155	31.788773
267.0	267.0	333.0	32.65787	32.821926	32.75644
104.0	75.0	80.0	31.539913	31.502499	31.311096
285.0	86.0	80.0	32.661377	31.575153	31.132584
90.0	30.0	240.0	31.558834	30.5176	32.51857
90.0	100.0	50.0	31.586676	31.86298	30.745768
80.0	85.0	91.0	31.445484	31.572128	31.397583
105.0	62.0	218.0	31.52611	31.187191	32.432198
90.0	51.0	74.0	31.410252	31.059166	31.076689
45.0	93.0	91.0	30.741972	31.496716	31.389254
86.0	100.0	100.0	31.44915	31.698017	31.53112
96.0	50.0	30.0	31.542118	30.96311	30.142443
90.0	120.0	98.0	31.573235	31.914871	31.44192
90.0	90.0	83.0	31.4845	31.679098	31.242706
123.0	100.0	30.0	31.703018	31.766975	30.205614
90.0	90.0	90.0	31.491829	31.688532	31.160395
120.0	120.0	90.0	31.720003	31.925058	31.342115
100.0	120.0	118.0	31.57882	31.97604	31.740355
90.0	30.0	50.0	31.557505	30.477175	30.762337
267.0	267.0	51.0	32.56864	32.832756	30.726006
96.0	30.0	30.0	31.679308	30.576721	30.158695
90.0	100.0	90.0	31.595116	31.840168	31.370806
126.0	83.0	100.0	31.734646	31.45668	31.49474
101.0	84.0	70.0	31.596962	31.579214	31.105543
130.0	86.0	80.0	31.749401	31.589787	31.115221
90.0	31.0	78.0	31.566204	30.514017	31.175138
63.01	150.0	90.0	31.073368	32.221157	31.300913
115.0	100.0	206.0	31.717653	31.741196	32.218006
100.0	100.0	140.0	31.599943	31.80876	31.863506
100.0	100.0	80.0	31.57153	31.81203	31.307735
260.0	225.0	250.0	32.525276	32.58184	32.42273
96.0	30.0	30.0	31.678356	30.566631	30.157263
40.0	40.0	90.0	30.613867	30.81172	31.389719
74.0	46.0	114.0	31.099962	30.852741	31.591751
267.0	150.0	70.0	32.61593	32.213238	31.097054
71.0	58.0	127.0	31.229416	31.213093	31.715675
90.0	30.0	122.0	31.384363	30.479683	31.70276
250.0	99.0	100.0	32.593216	31.794432	31.52224
90.0	30.0	50.0	31.583584	30.427948	30.74375
300.0	30.0	70.0	32.74014	30.531706	31.109976
96.0	50.0	30.0	31.417992	30.985577	30.119596
90.0	90.0	33.0	31.492682	31.671932	30.303421
90.0	30.0	70.0	31.361118	30.480106	31.035927
90.0	150.0	143.0	31.566221	32.209538	31.907236
90.0	30.0	70.0	31.620964	30.52831	31.082573
125.0	125.0	40.0	31.798546	32.002174	30.440536
90.0	150.0	90.0	31.567928	32.231674	31.3659
40.0	150.0	90.0	30.622202	32.252174	31.271599
90.0	30.0	80.0	31.580608	30.534235	31.25843
96.0	30.0	30.0	31.68365	30.572737	30.15603
90.0	90.0	60.0	31.494099	31.673317	30.97987
100.0	120.0	90.0	31.604794	31.997616	31.331833
300.0	350.0	150.0	32.85874	33.16673	31.943851
90.0	90.0	90.0	31.4917	31.658928	31.398104
40.0	100.0	120.0	30.651258	31.849098	31.648952
113.0	57.0	96.0	31.637436	31.071064	31.448402
200.0	170.0	240.0	32.480515	32.40627	32.281395
60.0	100.0	143.0	30.869488	31.668415	31.845058
250.0	250.0	62.0	32.703423	32.72438	30.953255
90.0	150.0	150.0	31.565313	32.280968	31.80745
90.0	30.0	113.0	31.422388	30.450943	31.518543
143.0	81.0	85.0	31.78964	31.459208	31.301477
300.0	170.0	118.0	32.905556	32.375294	31.622744
90.0	72.0	90.0	31.408127	31.410088	31.292465
90.0	90.0	90.0	31.494062	31.671059	31.385078
90.0	30.0	68.0	31.579727	30.47416	31.024658
90.0	45.0	120.0	31.56126	30.969013	31.698156
126.0	40.0	250.0	31.789087	30.701853	31.700321
40.0	100.0	90.0	30.612984	31.813345	31.365612
96.0	30.0	30.0	31.673811	30.57405	30.025648
90.0	30.0	270.0	31.571804	30.516819	32.55642
90.0	90.0	90.0	31.472239	31.665674	31.339666
90.0	33.0	30.0	31.430834	30.590704	30.11528
175.0	40.0	92.0	32.13934	30.800022	31.318752
90.0	100.0	91.0	31.580652	31.813257	31.32728
96.0	30.0	30.0	31.684309	30.568361	30.163395
90.0	90.0	90.0	31.48837	31.674501	31.31741
90.0	30.0	57.0	31.431547	30.4492	30.846529
100.0	50.0	80.0	31.623377	31.001637	31.129524
90.0	150.0	90.0	31.573084	32.22461	31.231447
100.0	120.0	90.0	31.602663	31.999792	31.365808
90.0	30.0	61.0	31.413769	30.440063	30.865208
30.0	30.0	99.0	30.374294	30.48221	31.459229
90.0	90.0	135.0	31.535666	31.704624	31.734964
96.0	30.0	76.0	31.667349	30.571217	31.13723
174.0	40.0	80.0	32.22267	30.804516	31.154715
90.0	90.0	61.0	31.514458	31.698868	30.896349
143.0	63.0	100.0	31.782923	31.308372	31.502972
90.0	30.0	56.0	31.558434	30.477757	30.864939
90.0	100.0	70.0	31.465494	31.826363	31.119871
240.0	100.0	30.0	32.453785	31.829432	30.20377
96.0	30.0	30.0	31.667452	30.57268	30.147356
90.0	100.0	60.0	31.407951	31.843681	30.979116
90.0	90.0	90.0	31.462551	31.66505	31.301338
100.0	320.0	70.0	31.616558	33.128803	31.10522
90.0	52.0	70.0	31.569921	31.180325	31.103739
90.0	30.0	50.0	31.567163	30.57323	30.745535
90.0	120.0	98.0	31.566908	31.920586	31.437122
86.0	86.0	80.0	31.399813	31.566532	31.120564
100.0	30.0	90.0	31.604464	30.557035	31.377491
90.0	90.0	90.0	31.47707	31.678724	31.094746
90.0	60.0	116.0	31.54687	31.269709	31.748283
90.0	90.0	80.0	31.376015	31.675894	31.209587
90.0	41.0	93.0	31.536978	30.900885	31.49636
84.0	90.0	200.0	31.464947	31.681938	32.235226
90.0	30.0	61.0	31.41859	30.468555	30.865479
100.0	120.0	120.0	31.584927	31.972845	31.634293
160.0	150.0	197.0	32.14366	32.342793	32.250626
80.0	40.0	80.0	31.258919	30.698841	31.16337
90.0	53.0	100.0	31.317978	30.914057	31.2729
96.0	30.0	30.0	31.6606	30.555656	30.225727
240.0	180.0	90.0	32.423634	32.39387	31.290405
90.0	90.0	46.0	31.492702	31.675716	30.627556
129.0	53.0	91.0	31.758905	31.002651	31.333195
267.0	71.0	60.0	32.66325	31.452276	30.846931
90.0	150.0	90.0	31.49904	32.2098	31.379343
45.0	90.0	116.0	30.506432	31.60465	31.645847
300.0	150.0	90.0	32.77111	32.192627	31.34786
64.0	59.0	163.0	31.128672	31.211193	31.95535
90.0	30.0	144.0	31.56323	30.48489	31.94827
100.0	150.0	165.0	31.60372	32.22525	32.05254
90.0	100.0	100.0	31.570433	31.752945	31.5429
102.0	56.0	100.0	31.499294	30.98359	31.52948
90.0	71.0	60.0	31.42264	31.44713	30.945927
200.0	200.0	160.0	32.363125	32.56154	32.02507
90.0	90.0	90.0	31.384998	31.591534	31.239864
90.0	90.0	90.0	31.444324	31.610619	31.386845
100.0	210.0	126.0	31.61742	32.59285	31.748592
40.0	150.0	90.0	30.60179	32.238228	31.387268
90.0	100.0	90.0	31.566608	31.850275	31.376368
90.0	60.0	120.0	31.566082	31.256784	31.691471
86.0	86.0	117.0	31.438824	31.571783	31.424032
90.0	100.0	50.0	31.569494	31.868933	30.768942
90.0	90.0	90.0	31.54725	31.607595	31.349432
90.0	200.0	90.0	31.38827	32.524445	31.330236
96.0	30.0	30.0	31.676098	30.5726	30.217613
98.0	44.0	111.0	31.404396	30.769333	31.380707
90.0	90.0	90.0	31.560305	31.651588	31.371473
60.0	90.0	90.0	30.86963	31.633667	31.392195
100.0	210.0	90.0	31.622149	32.57758	31.288246
90.0	30.0	56.0	31.563957	30.584911	30.834608
90.0	200.0	90.0	31.41672	32.139973	31.30407
90.0	36.0	70.0	31.46626	30.716618	31.105247
90.0	50.0	183.0	31.547852	31.015001	32.178593
90.0	90.0	184.0	31.368996	31.654617	32.063854
90.0	30.0	80.0	31.586983	30.526974	31.24215
240.0	30.0	333.0	32.55851	30.479557	32.80344
100.0	150.0	94.0	31.619616	32.272984	31.516459
90.0	150.0	90.0	31.262941	32.220375	31.36082
250.0	250.0	176.0	32.55475	32.753708	32.161034
90.0	90.0	90.0	31.55589	31.62237	31.356766
90.0	51.0	70.0	31.376139	31.087786	31.134363
90.0	41.0	80.0	31.330467	30.675142	31.222322
90.0	90.0	90.0	31.489264	31.66097	31.3941
90.0	64.0	190.0	31.566513	31.388388	32.10388
90.0	90.0	214.0	31.418491	31.673494	32.237812
267.0	90.0	60.0	32.640583	31.656591	30.89627
119.0	40.0	100.0	31.817001	30.777061	31.528881
96.0	50.0	30.0	31.557663	30.94482	30.136118
125.0	40.0	119.0	31.74659	30.704426	31.657028
145.0	40.0	159.0	31.83851	30.782375	31.961306
60.0	90.0	90.0	30.857857	31.635609	31.397629
267.0	267.0	209.0	32.659847	32.914047	32.217472
90.0	100.0	70.0	31.582949	31.824398	31.113022
90.0	30.0	66.0	31.560858	30.519278	31.143784
90.0	73.0	90.0	31.464712	31.459297	31.348644
90.0	90.0	90.0	31.46735	31.666428	31.38059
267.0	267.0	300.0	32.64101	32.83079	32.6566
90.0	90.0	90.0	31.416039	31.701782	31.334347
100.0	85.0	90.0	31.610853	31.647104	31.38924
90.0	30.0	90.0	31.64108	30.577787	31.411917
89.0	46.0	100.0	31.354338	30.854572	31.513546
100.0	120.0	90.0	31.599886	32.00933	31.351353
90.0	90.0	90.0	31.480688	31.67991	31.293676
90.0	30.0	90.0	31.575773	30.57001	31.380997
111.0	41.0	117.0	31.555904	30.68739	31.409721
90.0	30.0	80.0	31.56022	30.472393	31.210915
90.0	150.0	149.0	31.563974	32.28685	31.919985
267.0	267.0	333.0	32.732533	32.903313	32.773773
90.0	31.0	56.0	31.55127	30.51585	30.840578
90.0	93.0	120.0	31.554996	31.827255	31.680513
200.0	200.0	240.0	32.417057	32.58618	32.532597
126.0	47.0	250.0	31.805075	30.899893	31.67551
90.0	30.0	90.0	31.548662	30.427101	31.238197
160.0	49.0	94.0	32.13736	30.99168	31.184553
100.0	150.0	70.0	31.591192	32.22952	31.116684
94.0	50.0	100.0	31.324417	30.943974	31.523207
90.0	90.0	90.0	31.465485	31.665302	31.360367
90.0	100.0	50.0	31.513704	31.840498	30.685095
143.0	81.0	100.0	31.788109	31.451069	31.507627
90.0	50.0	180.0	31.528389	31.126476	32.074245
90.0	30.0	52.0	31.551258	30.4814	30.736893
60.0	120.0	90.0	30.870369	31.91104	31.33176
90.0	90.0	42.0	31.46617	31.672983	30.493546
84.0	70.0	200.0	31.427195	31.398317	32.223915
90.0	38.0	111.0	30.361116	30.715124	31.546421
90.0	150.0	143.0	31.575193	32.258068	31.890076
96.0	50.0	30.0	31.534317	30.963266	30.07619
90.0	84.0	70.0	31.568918	31.57692	31.097864
86.0	86.0	80.0	31.436626	31.571505	31.151575
90.0	90.0	120.0	31.518915	31.660593	31.679914
250.0	250.0	176.0	32.546623	32.747715	32.15573
86.0	86.0	80.0	31.442762	31.576637	31.14717
90.0	30.0	38.0	31.575092	30.459997	30.368193
30.0	40.0	90.0	30.36291	30.836723	31.319696
96.0	30.0	30.0	31.683338	30.57702	30.2113
126.0	119.0	180.0	31.680065	31.948067	32.041348
90.0	90.0	191.0	31.369661	31.69807	32.10107
122.0	70.0	148.0	31.739143	31.429253	31.771194
90.0	90.0	56.0	31.411701	31.69739	30.83944
90.0	125.0	56.0	31.553215	31.9973	30.835218
267.0	267.0	120.0	32.60162	32.83067	31.582561
96.0	70.0	250.0	31.367407	31.421356	32.32293
90.0	88.0	90.0	31.468515	31.645546	31.386868
83.0	40.0	250.0	31.290524	30.688524	32.40474
115.0	47.0	100.0	31.631361	30.880816	31.49825
267.0	267.0	87.0	32.635532	32.820755	31.312643
60.0	180.0	90.0	30.954947	32.430122	31.293129
90.0	100.0	90.0	31.631914	31.829702	31.390913
90.0	30.0	50.0	31.55433	30.471502	30.746458
96.0	50.0	30.0	31.431852	30.986252	30.123821
175.0	40.0	80.0	32.141304	30.797417	31.14685
114.0	83.0	213.0	31.637945	31.43011	32.294495
90.0	90.0	40.0	31.392601	31.601568	30.42185
90.0	90.0	134.0	31.47459	31.680088	31.83752
267.0	267.0	121.0	32.601646	32.773716	31.706112
85.0	89.0	177.0	31.319012	31.6493	32.043396
174.0	130.0	80.0	32.26204	31.978992	31.168423
200.0	160.0	160.0	32.43238	32.345543	32.018055
90.0	35.0	70.0	31.425909	30.703238	31.100126
40.0	100.0	90.0	30.588596	31.842245	31.343328
90.0	150.0	90.0	31.403605	32.25347	31.358892
90.0	60.0	176.0	31.572752	31.265215	32.164623
90.0	30.0	120.0	31.544163	30.473362	31.548523
85.0	43.0	114.0	31.323132	30.79906	31.594967
90.0	30.0	83.0	31.548557	30.466335	31.232204
90.0	100.0	90.0	31.561806	31.855902	31.358618
96.0	30.0	30.0	31.691147	30.57826	30.163399
96.0	30.0	30.0	31.675621	30.57599	30.20769
96.0	90.0	90.0	31.596144	31.660961	31.386602
90.0	90.0	90.0	31.6388	31.65708	31.385845
90.0	36.0	61.0	31.579391	30.70973	30.941843
90.0	55.0	70.0	31.548136	31.248304	31.086647
90.0	150.0	143.0	31.63152	32.22663	31.863743
60.0	150.0	118.0	31.049498	32.295765	31.566515
90.0	90.0	90.0	31.442608	31.615612	31.293253
96.0	50.0	30.0	31.416677	30.948797	30.114904
90.0	30.0	66.0	31.562704	30.426504	30.9613
90.0	62.0	120.0	31.406677	31.281002	31.598017
90.0	60.0	120.0	31.556879	31.269297	31.68718
90.0	60.0	194.0	31.413435	31.296974	32.13954
64.0	59.0	188.0	31.156116	31.239134	32.216835
90.0	114.0	150.0	31.565353	31.992182	31.799736
100.0	120.0	120.0	31.632818	31.91441	31.64459
40.0	40.0	90.0	30.62811	30.817211	31.223833
267.0	60.0	60.0	32.776905	31.30044	30.932995
92.0	57.0	80.0	31.428337	31.073503	31.11513
90.0	56.0	92.0	31.401327	31.162159	31.272396
90.0	150.0	120.0	31.572336	31.518305	31.693825
96.0	30.0	30.0	31.692446	30.590874	30.17273
300.0	170.0	50.0	32.779045	32.418755	30.752903
64.0	180.0	90.0	31.016388	32.414974	31.279413
60.0	100.0	54.0	30.903395	31.688229	30.663832
240.0	30.0	56.0	32.553295	30.53063	30.80293
96.0	30.0	30.0	31.68506	30.5698	30.2128
90.0	30.0	75.0	31.404072	30.45261	31.0101
90.0	40.0	90.0	31.475914	30.824755	31.3163
90.0	90.0	150.0	31.548946	31.661495	31.921978
267.0	60.0	60.0	32.716717	31.317053	30.91253
137.0	64.0	80.0	31.963654	31.271156	31.147934
90.0	150.0	105.0	31.598965	32.318233	31.495495
210.0	210.0	100.0	32.45671	32.64301	31.483974
90.0	92.0	70.0	31.415419	31.730156	31.092714
90.0	30.0	56.0	31.547087	30.462261	30.860912
99.0	65.0	100.0	31.479393	31.34866	31.497433
100.0	100.0	70.0	31.587336	31.81466	31.104391
90.0	30.0	90.0	31.635582	30.61705	31.424683
100.0	100.0	50.0	31.608963	31.805155	30.751799
40.0	40.0	90.0	30.652607	30.836435	31.367695
100.0	120.0	90.0	31.605127	31.991962	31.366173
130.0	86.0	80.0	31.767433	31.567818	31.180569
90.0	30.0	56.0	31.20112	30.468542	30.851933
40.0	40.0	90.0	30.620098	30.821426	31.368973
101.0	55.0	198.0	31.511698	30.990923	32.13471
100.0	100.0	90.0	31.576199	31.848953	31.235022
90.0	50.0	180.0	31.496677	31.154358	32.088432
260.0	225.0	250.0	32.532173	32.576763	32.43733
90.0	62.0	150.0	31.440153	31.272285	31.800615
100.0	95.01	114.0	31.614622	31.705097	31.650688
90.0	90.0	66.0	31.427217	31.614635	30.879707
90.0	180.0	90.0	31.41669	32.41398	31.296535
84.0	90.0	200.0	31.453064	31.68002	32.23033
90.0	90.0	90.0	31.52047	31.701727	31.33714
130.0	86.0	100.0	31.78783	31.566296	31.527199
40.0	40.0	90.0	30.620098	30.821426	31.21147
90.0	62.0	120.0	31.44761	31.257027	31.58998
90.0	40.0	90.0	31.56146	30.900969	31.219255
40.0	150.0	90.0	30.621412	32.22713	31.405535
168.0	52.0	80.0	32.041283	30.964901	31.165184
96.0	50.0	30.0	31.545477	30.928413	30.155329
90.0	32.0	56.0	31.575262	30.525772	30.845741
90.0	90.0	90.0	31.473125	31.653105	31.332752
90.0	45.0	70.0	31.576391	31.021444	31.124105
90.0	150.0	90.0	31.538282	32.24202	31.347591
90.0	50.0	120.0	31.558807	31.142311	31.700287
90.0	120.0	90.0	31.563953	31.921165	31.24413
83.0	40.0	100.0	31.276474	30.804329	31.525045
90.0	120.0	120.0	31.526548	31.498777	31.666655
90.0	30.0	113.0	31.60726	30.462997	31.637474
90.0	30.0	60.0	31.384132	30.490313	30.95639
166.0	40.0	146.0	32.06786	30.693855	31.842499
100.0	150.0	114.0	31.614353	32.27115	31.532177
90.0	30.0	56.0	31.563484	30.540192	30.841179
90.0	100.0	51.0	31.539497	31.81684	30.736666
90.0	34.0	120.0	31.513002	30.623816	31.59854
90.0	41.0	120.0	31.327383	30.691608	31.586218
90.0	90.0	90.0	31.256569	31.595343	31.375618
30.0	31.0	65.0	30.252853	30.465908	30.972181
90.0	41.0	80.0	31.334951	30.6935	31.230276
90.0	31.0	50.0	31.584433	30.510424	30.75316
60.0	100.0	108.0	30.874878	31.667263	31.55224
90.0	30.0	56.0	31.566647	30.528961	30.845028
90.0	31.0	56.0	31.569305	30.516296	30.823055
90.0	100.0	90.0	31.447714	31.675343	31.385347
49.0	40.0	108.0	30.841202	30.79912	31.519283
267.0	267.0	333.0	32.743423	32.88653	32.77866
100.0	150.0	50.0	31.600777	32.231007	30.756035
267.0	267.0	270.0	32.56511	32.830173	32.537373
90.0	63.0	75.0	31.402758	31.27308	31.095236
100.0	115.0	60.0	31.60948	31.938885	30.883152
69.0	120.0	90.0	31.045238	31.914165	31.303
96.0	50.0	30.0	31.542532	30.958345	30.134035
90.0	90.0	78.0	31.367521	31.698006	31.168503
80.0	100.0	90.0	31.29359	31.731764	31.350462
120.0	120.0	84.0	31.71221	31.924585	31.270393
96.0	30.0	30.0	31.664232	30.557121	30.181505
90.0	100.0	90.0	31.558775	31.810488	31.376951
67.0	90.0	80.0	31.009266	31.675728	31.20642
96.0	30.0	30.0	31.710945	30.572989	30.214985
126.0	88.0	250.0	31.794775	31.608889	31.734888
90.0	150.0	108.0	31.553864	32.06233	31.63019
100.0	120.0	90.0	31.594704	31.997858	31.387789
300.0	90.0	91.0	32.66818	31.650038	31.335058
114.0	42.0	218.0	31.605438	30.75438	32.428337
100.0	150.0	90.0	31.606953	32.206974	31.374882
90.0	90.0	83.0	31.526827	31.701643	31.266745
50.0	50.0	100.0	30.754663	30.980247	31.365862
90.0	30.0	68.0	31.569075	30.46608	31.028051
90.0	90.0	60.0	31.496786	31.651852	31.006475
120.0	48.0	168.0	31.768566	30.904697	31.897514
120.0	120.0	157.0	31.711458	31.931065	31.949127
38.0	40.0	94.0	30.636509	30.79802	31.390047
80.0	60.0	65.0	31.460464	31.291	30.994022
250.0	250.0	40.0	32.6877	32.70105	30.409481
240.0	180.0	90.0	32.43001	32.378914	31.285112
60.0	60.0	50.0	31.065262	31.24918	30.770027
90.0	90.0	90.0	31.40015	31.685385	31.28307
90.0	60.0	56.0	31.559286	31.325338	30.838343
90.0	41.0	60.0	31.557693	30.824005	30.789894
300.0	123.0	100.0	32.780487	31.982788	31.517954
80.0	108.0	100.0	31.457695	31.844753	31.506498
90.0	90.0	70.0	31.42646	31.69631	31.078325
83.0	40.0	100.0	31.305462	30.806818	31.52251
96.0	30.0	30.0	31.678568	30.568548	30.215687
90.0	90.0	90.0	31.624346	31.664547	31.356348
90.0	30.0	50.0	31.590822	30.548925	30.738487
120.0	120.0	30.0	31.752424	31.96482	30.201069
100.0	150.0	90.0	31.61479	32.274895	31.338728
100.0	150.0	70.0	31.608221	32.223732	31.117516
90.0	60.0	64.0	31.554104	31.255135	30.955399
90.0	31.0	56.0	31.575624	30.505241	30.835478
90.0	41.0	40.0	31.571295	30.818443	30.42247
110.0	42.0	198.0	31.549065	30.8267	32.140625
300.0	62.0	194.0	32.766254	31.308172	32.098343
300.0	150.0	90.0	32.789307	32.20933	31.377537
71.0	63.0	100.0	31.227257	31.30695	31.515133
267.0	267.0	333.0	32.753777	32.89507	32.761642
90.0	62.0	120.0	31.534296	31.270638	31.331758
84.0	58.0	205.0	31.238358	31.151146	32.222748
65.0	120.0	137.0	31.14973	31.992058	31.695055
90.0	150.0	90.0	31.564472	32.3041	31.245483
60.0	120.0	90.0	30.822035	31.915607	31.309946
90.0	41.0	60.0	31.579807	30.817997	30.780737
96.0	30.0	30.0	31.651314	30.558638	30.195932
174.0	67.0	95.0	32.249294	31.265846	31.335733
130.0	86.0	80.0	31.768433	31.568634	31.11222
250.0	250.0	75.0	32.521843	32.745346	31.137379
108.0	52.0	179.0	31.591293	30.963078	32.07471
240.0	120.0	80.0	32.558838	31.90963	31.160967
100.0	210.0	100.0	31.62815	32.586075	31.464794
90.0	30.0	100.0	31.605368	30.522795	31.52415
300.0	59.0	100.0	32.911255	31.242064	31.51589
90.0	50.0	51.0	31.545616	31.148924	30.727669
90.0	70.0	90.0	31.650576	31.30118	31.207
90.0	30.0	56.0	31.552319	30.517136	30.829014
160.0	84.0	143.0	32.134468	31.641508	31.76672
192.0	100.0	80.0	32.327568	31.689335	31.122034
90.0	100.0	62.0	31.593782	31.822182	30.98062
267.0	90.0	60.0	32.70382	31.667274	30.958635
100.0	100.0	62.0	31.5752	31.81676	30.957865
90.0	90.0	123.0	31.480698	31.679745	31.712305
90.0	90.0	90.0	31.457262	31.621954	31.357073
90.0	90.0	90.0	31.574476	31.649927	31.372795
90.0	30.0	70.0	31.58296	30.527473	31.113352
60.0	90.0	70.0	30.97735	31.689898	31.0622
175.0	40.0	200.0	32.049416	30.803013	32.188423
30.0	30.0	30.0	30.346426	30.59157	30.113289
90.0	30.0	251.0	31.379862	30.483997	32.528996
90.0	120.0	150.0	31.402088	31.54883	31.92653
90.0	41.0	56.0	31.58072	30.820435	30.85122
80.0	50.0	80.0	31.407543	31.069948	30.683138
90.0	30.0	60.0	31.567451	30.49318	30.773487
96.0	120.0	30.0	31.697468	31.971437	30.164022
100.0	100.0	82.0	31.580467	31.818287	31.24204
90.0	90.0	90.0	31.467112	31.671682	31.297062
90.0	30.0	70.0	31.37898	30.532196	31.11434
267.0	267.0	51.0	32.62961	32.81652	30.726334
120.0	120.0	157.0	31.73166	31.925495	31.931227
69.0	100.0	90.0	31.032543	31.6598	31.292341
100.0	100.0	70.0	31.6103	31.827347	31.104965
96.0	30.0	30.0	31.695135	30.57103	30.215046
90.0	90.0	78.0	31.4819	31.677082	31.171375
50.0	150.0	150.0	30.850857	32.16329	31.813475
