CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	WEIGHT
19.99572182	20.01207542	19.05641556	1.0
19.71771431	20.3371067	19.36070061	1.0
18.84259033	18.91552162	18.13810921	1.0
19.9435463	20.27550125	18.55209351	1.0
19.70910263	20.01489449	19.61091614	1.0
19.882967	19.83106995	19.03045082	1.0
19.65518379	19.73109055	18.7202816	1.0
19.41576576	19.68032837	19.01573753	1.0
19.79213333	19.75518227	18.80814934	1.0
19.94272804	19.65001678	18.8685627	1.0
19.95188713	18.99800301	22.37544632	1.0
19.2208004	19.13744545	18.49321747	1.0
18.2547245	17.77598953	17.61241722	1.0
19.79918098	20.01813316	19.62452888	1.0
19.25778008	19.21697617	18.77588463	1.0
19.64510727	19.66204834	18.54055977	1.0
19.28798294	19.2942791	18.86491013	1.0
19.82401848	20.3642807	19.78018188	1.0
19.94384193	20.54279137	19.66679573	1.0
19.97192764	19.86774254	19.43032455	1.0
19.28821373	19.42355347	18.77212334	1.0
19.49165726	20.24299049	22.46897888	1.0
19.32467079	19.17452431	18.47266579	1.0
19.05626297	19.15452003	18.66190338	1.0
19.84509468	19.74175262	19.49633789	1.0
19.7057476	19.78051949	18.98540115	1.0
19.88241768	20.0552063	19.31376457	1.0
19.84351349	19.87563515	18.77724457	1.0
18.78493881	18.38086891	16.96767235	1.0
19.91233826	19.70939636	18.53747749	1.0
18.36412239	19.43608284	20.12127495	1.0
19.91579819	19.5210247	18.40890312	1.0
19.81301689	21.33012009	21.89608765	1.0
19.46179199	19.41593552	19.06148529	1.0
19.98855972	20.88217926	21.33790588	1.0
18.47473526	18.49236488	17.51288414	1.0
19.97805977	20.08666229	19.35099602	1.0
18.46496391	18.36301422	19.23221207	1.0
19.81346703	19.73825455	19.41778564	1.0
19.93241882	19.92624092	19.58993912	1.0
19.40105247	19.31820488	18.09819603	1.0
19.7271347	19.42385864	18.06306648	1.0
19.97529602	19.98141479	19.39801216	1.0
19.7834301	20.48184013	19.30486679	1.0
18.53460884	18.53035164	18.65293121	1.0
19.26967621	20.65431976	19.85864067	1.0
19.82214546	19.99963379	18.64378166	1.0
19.91622162	19.94499016	18.81028175	1.0
18.6169281	18.86424446	18.25564766	1.0
19.05350685	19.25854301	20.83190727	1.0
19.04042625	19.13827133	18.66321373	1.0
19.5879879	19.61267281	19.22610474	1.0
19.25542831	20.11724663	18.97428131	1.0
19.87933922	20.06478119	19.83689499	1.0
18.96902847	19.02775002	18.3466053	1.0
19.21623802	19.55065346	18.50968552	1.0
19.65227318	20.87524223	21.21233177	1.0
19.61092758	19.70602989	19.41692352	1.0
19.39571762	20.23803139	22.12423515	1.0
19.15805054	19.05904388	17.96288681	1.0
19.86374664	19.95873833	18.62013817	1.0
19.36384392	18.47331238	17.48406219	1.0
19.17870903	19.35954666	18.22423363	1.0
19.79639244	20.40011787	19.88140106	1.0
18.58123398	18.4996357	18.1316967	1.0
18.77779198	18.87582207	18.4433136	1.0
19.30698776	21.30631828	21.6999855	1.0
19.95608711	20.72384262	19.69280243	1.0
18.37973404	19.12083054	20.16572571	1.0
19.40952873	19.10651779	18.80922318	1.0
19.9295063	20.28441048	19.14288521	1.0
18.71433067	18.80390358	18.39130783	1.0
19.88942337	19.88969803	19.27613831	1.0
19.42912102	19.39257812	19.01832771	1.0
19.90181351	19.50890541	18.27346039	1.0
19.24215317	19.31987953	18.47286224	1.0
19.5429554	19.70277786	19.52863693	1.0
19.80783844	21.77315903	20.64942551	1.0
19.92472076	20.5439682	19.80640984	1.0
18.99839592	19.10870171	17.923069	1.0
19.7099762	19.72891808	19.45977402	1.0
19.81830406	19.84771919	19.59679794	1.0
19.29542351	18.56188011	18.85610199	1.0
19.77326202	19.72761154	18.53302383	1.0
19.14196205	20.43635368	21.32759094	1.0
19.83346939	19.74279976	18.54174805	1.0
19.86779594	19.91540909	18.54580307	1.0
19.84793282	20.23861504	19.50294876	1.0
17.28152275	18.98756409	18.78163338	1.0
18.30813789	18.51417351	18.30417824	1.0
17.15126991	16.70679283	20.42814827	1.0
19.91387749	21.1586132	19.68222237	1.0
19.94584084	19.06728363	18.05463028	1.0
19.43153191	18.99263	19.08174706	1.0
19.92198181	18.96803284	23.24375725	1.0
19.95457077	19.34514999	18.02918434	1.0
18.67778397	18.72600365	18.16863823	1.0
19.36987305	19.6364193	19.25681114	1.0
19.86741829	19.79971313	19.30686951	1.0
19.79523849	20.06712914	19.56957054	1.0
19.87453461	19.64276695	18.30662918	1.0
19.90295601	19.89129829	19.62149048	1.0
19.90514565	19.98637581	20.18781281	1.0
19.60930824	19.09610558	18.99713898	1.0
19.66791534	19.76467133	19.53453445	1.0
19.90474319	19.92743301	19.27203751	1.0
19.39207268	19.26604843	18.24724007	1.0
19.95546532	19.51153374	18.24939728	1.0
19.99687576	19.94019508	19.78562546	1.0
19.27950668	19.45127487	19.09896278	1.0
19.90180969	20.1133194	19.05765152	1.0
19.23894501	19.34256172	18.65488052	1.0
19.77500534	19.87767982	18.67713737	1.0
19.24813652	19.3140049	18.82210922	1.0
18.23262787	17.73387146	17.5332737	1.0
19.70161819	19.64153481	18.10132599	1.0
19.42168045	18.93761444	16.5112648	1.0
17.49472618	16.9450531	15.8613472	1.0
19.89740181	19.69054031	18.40899467	1.0
19.39696693	19.68592453	19.3884964	1.0
19.4009552	19.7369442	19.1648922	1.0
19.90829468	19.99902153	19.69799805	1.0
19.43609619	18.76854897	17.85432434	1.0
19.63671684	20.6880703	20.01594162	1.0
19.26262856	19.16961479	17.93043709	1.0
19.69758034	19.75707817	19.15345955	1.0
19.97151375	19.7636528	18.36493683	1.0
19.94153404	19.95481491	18.8465519	1.0
19.87204933	19.81019211	18.72542191	1.0
19.02514458	19.06296349	19.33683205	1.0
19.20649719	19.35078049	18.32966042	1.0
18.63587189	18.63974762	18.10809898	1.0
19.8859005	19.92458916	19.50838661	1.0
19.41989326	20.12978554	19.67928696	1.0
19.35991478	21.05302238	18.64009094	1.0
19.7681694	20.09926033	18.45407104	1.0
18.58489609	18.58912849	18.01638031	1.0
19.53933525	21.28668022	21.33269119	1.0
19.45159149	19.50712967	18.29312134	1.0
19.73092079	19.72594261	19.35141754	1.0
19.75828552	19.8700676	19.57117271	1.0
18.53362274	18.7071228	18.23916245	1.0
19.95660591	20.32736778	20.17125702	1.0
19.61522865	19.61915207	18.6400547	1.0
19.54643059	19.2282486	20.49435616	1.0
19.94360733	19.9663868	19.58280945	1.0
19.94789124	19.94977379	19.21875763	1.0
18.94161797	19.32242775	18.75792503	1.0
19.6116333	20.59988213	20.51460075	1.0
19.99082947	19.85167122	19.0998764	1.0
19.59973526	19.73412323	19.30486488	1.0
19.39756966	19.59719849	18.82552528	1.0
19.96231842	19.75477028	19.15689278	1.0
18.37366104	17.99818611	17.60287476	1.0
19.87774467	20.34700012	18.82138252	1.0
19.79189682	20.2776432	20.58626747	1.0
19.96044731	19.91832352	19.54532814	1.0
19.12154198	19.69352913	20.59879684	1.0
18.88404465	18.80613899	18.18333817	1.0
18.65987968	20.02392006	18.16435242	1.0
19.56129646	19.25609398	18.1341362	1.0
19.93795967	20.03259277	20.12584686	1.0
19.92642021	19.76318741	18.31760406	1.0
19.36145592	19.65818405	19.00323868	1.0
19.74988937	19.92329025	18.38842201	1.0
19.64638519	19.67685318	19.33774948	1.0
19.8686161	19.45686722	18.17141724	1.0
18.52814674	19.14162827	18.61008644	1.0
19.35075378	19.31794739	17.89583969	1.0
19.91950798	21.83916473	21.32185173	1.0
17.86778259	18.80715752	18.50524521	1.0
19.84748459	19.88776207	18.84472275	1.0
19.87553596	19.92877388	19.59075356	1.0
19.39011192	20.17506027	20.12558746	1.0
19.91163826	19.87496376	19.50282478	1.0
19.73373795	20.03492355	19.11517143	1.0
19.00918007	19.53697395	19.47889137	1.0
19.7648716	19.59003258	18.26675606	1.0
19.59515762	19.03196526	19.43806458	1.0
18.29644966	18.04239273	17.89009666	1.0
19.34924507	19.40672493	19.07757568	1.0
19.96570778	19.99080467	19.7867794	1.0
19.86214256	21.52160835	19.27084351	1.0
17.65668297	17.38359261	17.31384277	1.0
19.96459389	20.04199028	19.59758186	1.0
19.91913986	19.88587952	18.45430374	1.0
19.85525703	19.96491814	19.20855522	1.0
18.67563629	19.10438538	19.39606476	1.0
19.88894653	19.90480232	19.56180573	1.0
19.80533791	19.87162781	19.44334412	1.0
19.3809948	19.2012558	18.79158592	1.0
19.96601868	20.03996849	19.29953575	1.0
19.33863449	19.23302269	17.66362381	1.0
19.5543499	19.36810875	18.14866638	1.0
19.93265533	20.13743973	19.23151779	1.0
19.30107117	19.30806351	17.91917038	1.0
19.83431053	19.7845726	18.7178688	1.0
18.86499596	18.78525352	17.78868484	1.0
19.45653915	19.19862556	20.92119217	1.0
18.67042351	18.10858154	18.43950081	1.0
19.74558258	19.50522041	18.05167961	1.0
19.46112061	19.44822311	19.11946106	1.0
19.87768936	19.6423378	18.23251534	1.0
19.81453514	19.95994377	19.58090591	1.0
19.84231758	20.09817505	19.53781319	1.0
19.31162834	18.72734642	17.30858421	1.0
19.8885746	19.98142624	18.870327	1.0
19.96988678	19.68360329	18.66852379	1.0
18.72615242	19.13866806	17.51797295	1.0
19.9652977	20.26586914	19.28977966	1.0
19.91697311	19.10290909	21.60601425	1.0
18.50386238	18.34930801	18.28938293	1.0
19.25093079	20.27847099	21.57194138	1.0
19.19616508	18.85961151	21.12819481	1.0
19.00628853	18.75782967	17.65215111	1.0
19.52693939	19.60130501	19.11855698	1.0
19.90772629	19.17717934	18.09263992	1.0
19.8268261	19.56518745	19.57329941	1.0
18.04858208	17.41947365	23.35041046	1.0
19.74744225	19.87999916	19.63218117	1.0
19.97830391	20.02799988	19.71944618	1.0
18.97836876	19.65143776	21.24101067	1.0
19.6926918	19.74328041	19.29190636	1.0
19.9660511	20.54924965	20.53728485	1.0
19.93556213	19.38722801	19.18578911	1.0
19.78825378	20.06403351	18.99223709	1.0
19.64523506	19.54334831	19.21533203	1.0
19.76222229	19.69348526	18.71857071	1.0
19.88783264	19.94828796	19.71196747	1.0
19.6609745	19.77176666	19.48646355	1.0
19.42953491	19.40973663	18.94931984	1.0
19.7187748	19.80870056	18.67841339	1.0
19.97431755	20.14095306	18.95967865	1.0
19.98422241	20.00346375	19.72031593	1.0
19.37377167	19.86546898	19.31565094	1.0
19.89917946	19.19181442	19.05859566	1.0
19.22616577	19.13441658	18.7127533	1.0
19.70014763	19.70100212	18.61605263	1.0
19.96672821	19.83710861	18.05511475	1.0
19.97680283	19.97096062	18.76442909	1.0
19.91780281	19.99270821	19.93992424	1.0
19.79424858	20.17574692	19.79232025	1.0
19.84013748	19.87308121	19.47872162	1.0
19.80918884	19.86444473	19.39417458	1.0
19.99610138	19.85296822	19.72532463	1.0
19.40834808	20.22167587	22.84215164	1.0
19.95106888	19.53492546	20.46681976	1.0
19.39122009	19.23291588	18.76155663	1.0
18.71941185	18.7553997	18.27569962	1.0
19.71782494	19.20151329	22.59951591	1.0
19.66665268	20.49296761	23.08052254	1.0
17.68844223	17.97390747	17.4385891	1.0
19.02313805	19.02178001	18.28598213	1.0
19.75275803	19.84552193	19.5148983	1.0
19.17128563	18.93323517	18.44058609	1.0
19.53280067	19.38262749	18.46425056	1.0
19.61854744	19.53199768	18.32183838	1.0
19.94555855	20.17113304	19.25463486	1.0
19.50072289	19.03547859	17.68354988	1.0
19.79318237	19.7039032	19.62409973	1.0
19.77451897	19.7401638	19.47569084	1.0
19.93674469	20.23793602	19.70664787	1.0
19.39786911	19.60948563	19.10681152	1.0
19.63478279	19.79964447	18.51886749	1.0
19.73274422	19.82028389	19.28983116	1.0
19.89151382	19.65801811	18.54698372	1.0
19.96821976	20.09193039	19.84514809	1.0
19.71875954	20.03930855	19.35161972	1.0
19.6890831	19.54023552	18.83822632	1.0
19.70699501	19.89417648	19.44803429	1.0
19.67652702	20.45420074	21.70838547	1.0
19.83567238	19.61096382	18.18755913	1.0
19.7178936	19.51441574	18.12051964	1.0
19.59483719	19.5852108	18.58492088	1.0
19.79426956	19.87322807	21.90740395	1.0
19.06210518	19.58563042	18.99431229	1.0
19.88602066	18.88282585	16.15631294	1.0
18.17850494	18.9719429	17.71855927	1.0
19.63550758	20.46442986	19.6357193	1.0
19.33760262	18.85777092	18.01848793	1.0
19.9522438	19.891922	18.96429634	1.0
19.34620094	20.40443993	20.13853073	1.0
19.68755341	20.8960247	19.29825592	1.0
19.6456337	21.13878059	20.43422699	1.0
19.20543098	19.307127	18.96274376	1.0
19.60290146	19.95075607	18.99770164	1.0
19.4896965	19.5850029	18.48767281	1.0
19.72282791	19.88070679	18.84114456	1.0
19.09599304	19.55952263	19.67823601	1.0
18.94138718	19.01193619	18.03515244	1.0
19.64855576	20.06434822	19.5799427	1.0
19.63714027	21.49919128	20.79895973	1.0
19.62482452	20.39247513	19.02775192	1.0
19.64738655	19.93721771	19.73075485	1.0
19.72007179	20.9761734	18.71310616	1.0
19.36290359	19.38820076	19.23258018	1.0
19.53139114	19.77293015	19.52109337	1.0
19.20285225	19.27440262	18.89513588	1.0
19.0846653	19.0664711	18.22857094	1.0
19.91333771	20.60202789	19.89880562	1.0
18.76225853	19.09930229	18.35429192	1.0
19.71693802	19.32126617	18.19188118	1.0
19.90287781	19.81882858	18.58708382	1.0
19.61817741	19.66024399	18.42174911	1.0
19.98125839	19.93239021	19.43777657	1.0
19.63960648	19.68304443	19.48067284	1.0
19.92114639	19.98210716	19.43461609	1.0
18.67487717	18.69286919	18.27301788	1.0
19.7980442	19.79501534	19.7449379	1.0
19.53993607	19.75832939	19.17631531	1.0
19.84714127	19.21853256	18.00365829	1.0
19.06546021	19.07388496	18.54904366	1.0
18.57611084	19.81540298	19.35824013	1.0
19.11544991	19.10388565	18.7377491	1.0
18.88534546	18.97131157	18.19135666	1.0
19.88848305	19.86795044	19.55480766	1.0
19.78794098	19.38423729	17.97221947	1.0
19.16997147	19.66112518	17.96916199	1.0
19.71317291	19.89418793	19.77127075	1.0
19.2137413	19.28224373	18.90979004	1.0
19.88074112	20.26253319	19.3916893	1.0
18.83124352	19.05504799	18.53336906	1.0
19.03050804	18.78674126	18.49625778	1.0
19.8942852	19.81707954	19.4642086	1.0
19.03283691	20.32129097	19.30759048	1.0
19.92780876	20.56732941	20.09646988	1.0
19.88292503	20.77771759	17.81508446	1.0
19.51091385	19.72073174	19.43645668	1.0
19.31179237	19.42842865	19.03730583	1.0
19.95780182	19.89074516	19.63298798	1.0
19.73629951	19.56294632	18.34506416	1.0
19.7949276	19.90142822	19.67625999	1.0
18.71217537	19.32014275	18.41740036	1.0
19.12946701	19.23457336	18.67431068	1.0
19.87820244	19.71554184	18.69047546	1.0
19.58007622	19.22560501	17.08974266	1.0
18.21474075	18.92366409	19.20792961	1.0
19.96321297	19.92996407	18.95741272	1.0
19.54184532	19.7838726	19.53862953	1.0
19.68766594	21.20580864	20.42292023	1.0
18.40713692	18.46042061	18.20152092	1.0
19.17092514	19.0405941	18.40743637	1.0
19.51592445	19.88314247	18.4485836	1.0
19.99603653	19.79923248	18.35571289	1.0
19.78183556	19.49983597	18.41254044	1.0
19.76525497	19.90839767	18.55058479	1.0
19.7929306	19.91589355	18.46673012	1.0
19.79314041	19.83503914	19.41730881	1.0
19.47542	19.68936348	19.35760307	1.0
18.73326302	18.36388779	18.33114624	1.0
19.75113869	19.8168869	19.81477547	1.0
19.87219429	19.86410332	19.65660286	1.0
19.07560158	19.71745872	22.00170898	1.0
18.69785309	18.89941597	18.92556953	1.0
19.38122749	19.1066246	18.21101761	1.0
19.77931786	19.66809654	19.38276863	1.0
19.7205677	19.87142181	19.54981041	1.0
19.80700302	19.96345139	19.16329765	1.0
19.47690964	19.44631958	18.89881706	1.0
18.57903481	18.65747643	18.21912766	1.0
19.76112556	19.33412743	17.92500496	1.0
19.76320839	21.01579094	19.50047112	1.0
19.58448601	19.70342255	19.256073	1.0
19.92168999	19.88697243	19.49102783	1.0
19.59189606	20.20833778	19.80078316	1.0
19.95256424	20.00307465	19.62945747	1.0
19.56211281	19.43073082	18.17787361	1.0
18.74760437	16.84085464	15.58771896	1.0
19.04968452	19.03360939	17.61045837	1.0
19.84136772	19.76404381	18.70463181	1.0
19.85181427	20.10750198	19.0157032	1.0
19.98206711	20.11886406	19.81160355	1.0
19.62395096	19.88210869	19.5197525	1.0
19.41986465	19.40228462	18.99694633	1.0
19.18202019	19.59159088	18.70654869	1.0
19.49767494	18.96733284	18.5994606	1.0
19.95149803	20.6797924	20.26316833	1.0
18.94431305	20.32351494	19.22102928	1.0
19.50050163	20.57766533	19.27347565	1.0
19.82477379	19.85976219	19.44313431	1.0
18.15698051	18.26527786	17.96014214	1.0
18.74569511	19.14710617	19.1413002	1.0
19.79913521	20.06853104	19.68636513	1.0
19.95230675	19.87806892	19.55388641	1.0
19.16098213	18.89723015	17.55244637	1.0
19.16767883	19.07921028	18.62179947	1.0
17.97784805	17.82892609	17.72836304	1.0
19.92053223	19.98868752	19.85004234	1.0
19.64445305	18.23066521	17.00039291	1.0
19.99879265	19.93650818	18.93056488	1.0
19.80438995	19.72688103	18.67512512	1.0
19.92622375	20.10165596	19.5817318	1.0
18.5692215	18.79769325	19.06220627	1.0
19.75076103	19.7777977	18.22721481	1.0
